InternalProjectID,AverageCount,AverageForecast,Error,PercentError,AbsPE,Func_Class,Forecast_Method,Diff_Year,UnifiedImprovementType
5,16800,19300,2500,12.95336788,12.95336788,,1,,3
8,9112,9700,588,6.06185567,6.06185567,,1,,3
9,32405,31000,-1405,-4.532258065,4.532258065,,4,,3
11,15600,15900,300,1.886792453,1.886792453,,1,,3
14,55526,45900,-9626,-20.97167756,20.97167756,,6,,3
15,68726,67300,-1426,-2.118870728,2.118870728,,6,,3
18,7584,4300,-3284,-76.37209302,76.37209302,,6,,3
22,8300,7500,-800,-10.66666667,10.66666667,,6,,3
23,21932,9800,-12132,-123.7959184,123.7959184,,6,,3
25,14200,17500,3300,18.85714286,18.85714286,,6,,3
30,22319,21100,-1219,-5.777251185,5.777251185,,5,,3
31,29547,30600,1053,3.441176471,3.441176471,,5,,3
32,44600,45000,400,0.888888889,0.888888889,,6,,3
33,15100,11000,-4100,-37.27272727,37.27272727,,6,,3
34,18200,10000,-8200,-82,82,,6,,3
35,4200,2700,-1500,-55.55555556,55.55555556,,6,,3
36,20000,17000,-3000,-17.64705882,17.64705882,,6,,3
37,11500,20000,8500,42.5,42.5,,6,,3
38,7500,7750,250,3.225806452,3.225806452,,6,,3
39,12800,12500,-300,-2.4,2.4,,6,,3
40,6306,5400,-906,-16.77777778,16.77777778,,6,,3
41,14600,11100,-3500,-31.53153153,31.53153153,,6,,3
42,3660,2300,-1360,-59.13043478,59.13043478,,6,,3
43,6200,7000,800,11.42857143,11.42857143,,6,,3
44,2700,1300,-1400,-107.6923077,107.6923077,,6,,3
45,15395,11200,-4195,-37.45535714,37.45535714,,6,,3
46,14731,10000,-4731,-47.31,47.31,,6,,3
47,48861,30000,-18861,-62.87,62.87,,6,,3
48,4350,3500,-850,-24.28571429,24.28571429,,6,,3
49,3900,5400,1500,27.77777778,27.77777778,,6,,3
50,8000,6000,-2000,-33.33333333,33.33333333,,6,,3
51,2100,2000,-100,-5,5,,6,,3
52,3310,2000,-1310,-65.5,65.5,,6,,3
53,3400,4000,600,15,15,,6,,3
54,24600,20000,-4600,-23,23,,6,,3
55,12200,8000,-4200,-52.5,52.5,,6,,3
56,3800,3000,-800,-26.66666667,26.66666667,,6,,3
57,4100,3000,-1100,-36.66666667,36.66666667,,6,,3
58,16000,11500,-4500,-39.13043478,39.13043478,,6,,3
59,14350,12000,-2350,-19.58333333,19.58333333,,6,,3
60,8200,4300,-3900,-90.69767442,90.69767442,,6,,3
61,1700,1000,-700,-70,70,,6,,3
62,8600,5500,-3100,-56.36363636,56.36363636,,6,,3
63,6900,6500,-400,-6.153846154,6.153846154,,6,,3
64,4400,4100,-300,-7.317073171,7.317073171,,6,,3
65,728,480,-248,-51.66666667,51.66666667,,6,,3
66,8322,8800,478,5.431818182,5.431818182,,6,,3
67,19410,19000,-410,-2.157894737,2.157894737,,6,,3
68,13708,14600,892,6.109589041,6.109589041,,6,,3
69,13412,13700,288,2.102189781,2.102189781,,6,,3
70,12000,11100,-900,-8.108108108,8.108108108,,6,,3
71,26700,35000,8300,23.71428571,23.71428571,,6,,3
72,10901,10130,-771,-7.611056269,7.611056269,,6,,3
73,1486,1355,-131,-9.667896679,9.667896679,,6,,3
74,49500,46800,-2700,-5.769230769,5.769230769,,6,,3
75,2500,755,-1745,-231.1258278,231.1258278,,6,,3
76,3986,4200,214,5.095238095,5.095238095,,6,,3
77,67000,88900,21900,24.6344207,24.6344207,,6,,3
78,5023,5700,677,11.87719298,11.87719298,,6,,3
79,12752,11400,-1352,-11.85964912,11.85964912,,6,,3
80,32500,22000,-10500,-47.72727273,47.72727273,,6,,3
81,17200,16000,-1200,-7.5,7.5,,6,,3
82,12000,11000,-1000,-9.090909091,9.090909091,,6,,3
83,19466,20700,1234,5.961352657,5.961352657,,6,,3
84,3881,4150,269,6.481927711,6.481927711,,6,,3
85,6470,2000,-4470,-223.5,223.5,,6,,3
86,1000,900,-100,-11.11111111,11.11111111,,6,,3
87,100,100,0,0,0,,6,,3
88,67030,82700,15670,18.94800484,18.94800484,,6,,3
89,37620,46000,8380,18.2173913,18.2173913,,6,,3
91,9200,13280,4080,30.72289157,30.72289157,,6,,3
92,14900,15500,600,3.870967742,3.870967742,,6,,3
93,103900,86000,-17900,-20.81395349,20.81395349,,6,,3
95,23980,24930,950,3.810669876,3.810669876,,6,,3
96,5320,5634,314,5.573304934,5.573304934,,6,,3
97,15180,16216,1036,6.38875185,6.38875185,,6,,3
98,14840,15500,660,4.258064516,4.258064516,,6,,3
99,43910,38295,-5615,-14.66248858,14.66248858,,6,,3
100,6520,6984,464,6.643757159,6.643757159,,6,,3
107,20850,21500,650,3.023255814,3.023255814,,6,,3
112,19750,27700,7950,28.70036101,28.70036101,,6,,3
117,,,0,#DIV/0!,#DIV/0!,,6,,3
125,11700,7300,-4400,-60.2739726,60.2739726,,6,,3
136,28200,18200,-10000,-54.94505495,54.94505495,,6,,3
152,156091,175866,19775,11.2443565,11.2443565,,6,,3
158,,,0,#DIV/0!,#DIV/0!,,6,,3
164,149700,154100,4400,2.855288774,2.855288774,,6,,3
174,242055,254538,12483,4.904179337,4.904179337,,6,,3
179,19500,16000,-3500,-21.875,21.875,,6,,3
184,23500,25000,1500,6,6,,6,,3
199,81200,74600,-6600,-8.847184987,8.847184987,,6,,3
206,,,0,#DIV/0!,#DIV/0!,,6,,3
215,40400,40850,450,1.101591187,1.101591187,,6,,3
221,27600,32250,4650,14.41860465,14.41860465,,6,,3
225,53900,47708,-6192,-12.97895531,12.97895531,,6,,3
238,109900,109000,-900,-0.825688073,0.825688073,,6,,3
247,88197,59658,-28539,-47.83767475,47.83767475,,6,,3
252,20400,28400,8000,28.16901408,28.16901408,,6,,3
260,69309,50691,-18618,-36.72841333,36.72841333,,6,,3
264,52613,34992,-17621,-50.35722451,50.35722451,,6,,3
271,32550,24880,-7670,-30.82797428,30.82797428,,6,,3
284,85902,101390,15488,15.27566821,15.27566821,,6,,3
292,32400,30400,-2000,-6.578947368,6.578947368,,6,,3
299,31700,30400,-1300,-4.276315789,4.276315789,,6,,3
304,26500,27500,1000,3.636363636,3.636363636,,6,,3
315,105354,105938,584,0.551265835,0.551265835,,6,,3
321,2206,1600,-606,-37.875,37.875,,6,,3
331,33600,24600,-9000,-36.58536585,36.58536585,,6,,3
347,114115,159120,45005,28.28368527,28.28368527,,6,,3
353,60200,70800,10600,14.97175141,14.97175141,,6,,3
357,62900,57100,-5800,-10.15761821,10.15761821,,6,,3
360,130932,146158,15226,10.4174934,10.4174934,,6,,3
362,43600,50600,7000,13.83399209,13.83399209,,6,,3
366,143361,151744,8383,5.524435892,5.524435892,,6,,3
381,554300,703950,149650,21.25861212,21.25861212,,6,,3
392,727650,717000,-10650,-1.485355649,1.485355649,,6,,3
409,278100,256500,-21600,-8.421052632,8.421052632,,6,,3
413,254000,298000,44000,14.76510067,14.76510067,,6,,3
