,PID,YearForecastMade,ForecastMethod,OpeningYear,OYADTForecast,DesignYear,DYADTForecast,Notes,NearActualOpenYear,NearOpenYrCount,RecentYr,RecentYrCnt,ActualOpeningYear,TollType,FunctionalClass,Methodology,AreaType,ImpromentType,State,diffPOY_NAOY,diffPOY_RY,diffAOY_RY,diffPOY_AOY,diffAOY_NAOY
2449,84438,2012,UNK,2013.0,1070.0,2033,1110.0,,2013.0,984.0,2010.0,880.0,,1,5.0,6,1.0,1,41,0.0,-3.0,,,
2450,84438,2012,UNK,2013.0,1640.0,2033,2120.0,,2013.0,1334.0,2010.0,1570.0,,1,5.0,6,1.0,1,41,0.0,-3.0,,,
2451,84438,2012,UNK,2013.0,1440.0,2033,1870.0,,2013.0,1110.0,2010.0,1160.0,,1,5.0,6,1.0,1,41,0.0,-3.0,,,
2452,84438,2012,UNK,2013.0,1350.0,2033,1910.0,,2013.0,1099.0,2010.0,1310.0,,1,5.0,6,1.0,1,41,0.0,-3.0,,,
2453,83654,2012,UNK,2013.0,1880.0,2033,2810.0,,2013.0,1846.0,2008.0,2070.0,,1,5.0,6,1.0,1,41,0.0,-5.0,,,
2454,93852,2012,UNK,2013.0,2900.0,2033,3140.0,,2013.0,1690.0,,,,1,5.0,6,1.0,7,41,0.0,,,,
2455,93852,2012,UNK,2013.0,2560.0,2033,2740.0,,2013.0,2140.0,,,,1,5.0,6,1.0,7,41,0.0,,,,
2456,92571,2012,UNK,2013.0,10000.0,2033,10000.0,,2013.0,10020.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2457,92571,2012,UNK,2013.0,7700.0,2033,7700.0,,2013.0,7600.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2458,92571,2012,UNK,2013.0,4700.0,2033,5000.0,,2013.0,4350.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2459,83406,2012,UNK,2013.0,950.0,2025,1100.0,,2012.0,1080.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
2460,83406,2012,UNK,2013.0,1500.0,2025,1500.0,,2012.0,1820.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
2461,83406,2012,UNK,2013.0,2000.0,2025,2400.0,,2012.0,2300.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
2463,,2012,UNK,2013.0,4780.0,2033,6310.0,,2013.0,3991.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2464,,2012,UNK,2013.0,4670.0,2033,5610.0,,2013.0,3919.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2465,87393,2012,UNK,2013.0,790.0,2033,820.0,,2012.0,860.0,,,,1,6.0,6,1.0,1,41,1.0,,,,
2466,77355,2012,UNK,2013.0,51580.0,2025,58890.0,,2012.0,36554.0,2008.0,47020.0,,1,1.0,6,1.0,1,41,1.0,-5.0,,,
2467,77451,2012,UNK,2013.0,42010.0,2021,47330.0,,2013.0,40322.0,,,,1,1.0,6,1.0,1,41,0.0,,,,
2468,77451,2012,UNK,2013.0,40350.0,2021,45530.0,,2013.0,40322.0,,,,1,1.0,6,1.0,1,41,0.0,,,,
2469,77451,2012,UNK,2013.0,41800.0,2021,47340.0,,2013.0,42015.0,,,,1,1.0,6,1.0,1,41,0.0,,,,
2480,76144,2012,UNK,2013.0,181800.0,2033,221820.0,,2013.0,145111.0,,,,1,1.0,6,1.0,1,41,0.0,,,,
2482,25594,2012,UNK,2013.0,67120.0,2033,97880.0,,2013.0,58755.0,2010.0,62510.0,,1,1.0,6,1.0,1,41,0.0,-3.0,,,
2483,25594,2012,UNK,2013.0,95870.0,2033,127080.0,,2013.0,93689.0,2010.0,91190.0,,1,1.0,6,1.0,1,41,0.0,-3.0,,,
2484,25594,2012,UNK,2013.0,123760.0,2033,150480.0,,2013.0,123032.0,2010.0,119750.0,,1,1.0,6,1.0,1,41,0.0,-3.0,,,
2485,82976,2012,UNK,2013.0,74160.0,2033,87760.0,,2013.0,23246.0,2009.0,73640.0,,1,1.0,6,1.0,1,41,0.0,-4.0,,,
2486,82976,2012,UNK,2013.0,68660.0,2033,80080.0,,2013.0,59880.0,2009.0,69400.0,,1,1.0,6,1.0,1,41,0.0,-4.0,,,
2487,82976,2012,UNK,2013.0,76900.0,2033,91230.0,,2013.0,76610.0,2009.0,77060.0,,1,1.0,6,1.0,1,41,0.0,-4.0,,,
2491,,2012,UNK,2013.0,113880.0,2033,113880.0,,2013.0,111900.0,,,,1,1.0,6,1.0,11,41,0.0,,,,
2492,,2012,UNK,2013.0,123660.0,2033,123660.0,,2013.0,111900.0,,,,1,1.0,6,1.0,11,41,0.0,,,,
2493,,2012,UNK,2013.0,126960.0,2033,126960.0,,2013.0,121690.0,,,,1,1.0,6,1.0,11,41,0.0,,,,
2494,,2012,UNK,2013.0,136330.0,2033,136450.0,,2013.0,133580.0,,,,1,1.0,6,1.0,11,41,0.0,,,,
2495,,2012,UNK,2013.0,64960.0,2033,94650.0,,2013.0,58755.0,,,,1,1.0,6,1.0,11,41,0.0,,,,
2496,,2012,UNK,2013.0,95290.0,2033,128050.0,,2013.0,93689.0,,,,1,1.0,6,1.0,11,41,0.0,,,,
2497,83447,2012,UNK,2013.0,67410.0,2033,70420.0,,2013.0,69286.0,,,,1,1.0,6,1.0,2,41,0.0,,,,
2498,83447,2012,UNK,2013.0,62020.0,2033,64300.0,,2014.0,61980.0,,,,1,1.0,6,1.0,2,41,-1.0,,,,
2499,83447,2012,UNK,2013.0,53860.0,2033,56410.0,,2013.0,53142.0,,,,1,1.0,6,1.0,2,41,0.0,,,,
2500,83447,2012,UNK,2013.0,52850.0,2033,56070.0,,2013.0,54220.0,,,,1,1.0,6,1.0,2,41,0.0,,,,
2501,,2012,UNK,2013.0,68830.0,2033,70070.0,,2013.0,66850.0,,,,1,1.0,6,1.0,2,41,0.0,,,,
2503,84528,2012,UNK,2013.0,60000.0,2025,75000.0,,2013.0,74170.0,,,,1,1.0,6,1.0,12,41,0.0,,,,
2509,,2012,UNK,2013.0,12530.0,2033,22910.0,,2013.0,16870.0,,,,1,1.0,6,1.0,12,41,0.0,,,,
2510,,2012,UNK,2013.0,12010.0,2033,15100.0,,2013.0,16870.0,,,,1,1.0,6,1.0,12,41,0.0,,,,
2511,81486,2012,UNK,2013.0,11620.0,2025,13980.0,,2012.0,11230.0,2008.0,10640.0,,1,1.0,6,1.0,1,41,1.0,-5.0,,,
2512,84021,2012,UNK,2013.0,65000.0,2025,76000.0,,2013.0,73320.0,,,,1,1.0,6,1.0,12,41,0.0,,,,
2513,76144,2012,UNK,2013.0,90220.0,2033,105320.0,,2013.0,37349.0,,,,1,3.0,6,1.0,1,41,0.0,,,,
2514,83447,2012,UNK,2013.0,26560.0,2033,27560.0,,2013.0,21560.0,,,,1,3.0,6,1.0,2,41,0.0,,,,
2515,83447,2012,UNK,2013.0,29100.0,2033,30490.0,,2014.0,25169.0,,,,1,3.0,6,1.0,2,41,-1.0,,,,
2516,91544,2012,UNK,2013.0,13840.0,2033,15260.0,,2012.0,12910.0,2009.0,13680.0,,1,3.0,6,1.0,2,41,1.0,-4.0,,,
2517,91544,2012,UNK,2013.0,13900.0,2033,15420.0,,2012.0,12910.0,2009.0,12670.0,,1,3.0,6,1.0,2,41,1.0,-4.0,,,
2518,88049,2012,UNK,2013.0,19310.0,2023,20720.0,,2013.0,15158.0,2010.0,16430.0,,1,3.0,6,1.0,2,41,0.0,-3.0,,,
2519,92035,2012,UNK,2013.0,22400.0,2033,28350.0,,2013.0,19788.0,2009.0,19410.0,,1,3.0,6,1.0,2,41,0.0,-4.0,,,
2521,,2012,UNK,2013.0,15000.0,2025,16000.0,,2013.0,14114.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2522,,2012,UNK,2013.0,16000.0,2025,16000.0,,2013.0,15976.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2523,,2012,UNK,2013.0,9400.0,2025,9600.0,,2013.0,9946.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2524,,2012,UNK,2013.0,4000.0,2033,4000.0,,2012.0,3970.0,,,,1,3.0,6,1.0,12,41,1.0,,,,
2525,,2012,UNK,2013.0,20000.0,2033,22000.0,,2012.0,19370.0,,,,1,3.0,6,1.0,12,41,1.0,,,,
2526,,2012,UNK,2013.0,16150.0,2033,24640.0,,2013.0,17090.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2527,,2012,UNK,2013.0,17140.0,2033,23490.0,,2013.0,16870.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2528,87249,2012,UNK,2013.0,4410.0,2033,4640.0,,2013.0,8528.0,2008.0,8880.0,,1,4.0,6,1.0,1,41,0.0,-5.0,,,
2529,83447,2012,UNK,2013.0,16520.0,2033,19060.0,,2013.0,11213.0,,,,1,4.0,6,1.0,2,41,0.0,,,,
2530,83447,2012,UNK,2013.0,11880.0,2025,13760.0,,2014.0,25169.0,2008.0,11010.0,,1,4.0,6,1.0,2,41,-1.0,-5.0,,,
2531,,2012,UNK,2013.0,6600.0,2025,6600.0,,2013.0,6415.0,,,,1,4.0,6,1.0,12,41,0.0,,,,
2532,,2012,UNK,2013.0,20000.0,2033,22000.0,,2013.0,19200.0,,,,1,4.0,6,1.0,12,41,0.0,,,,
2534,,2012,UNK,2013.0,9840.0,2033,12820.0,,2014.0,8895.0,,,,1,4.0,6,1.0,12,41,-1.0,,,,
2535,,2012,UNK,2013.0,25850.0,2033,29630.0,,2014.0,24866.0,,,,1,4.0,6,1.0,12,41,-1.0,,,,
2536,,2012,UNK,2013.0,1900.0,2033,2300.0,,2013.0,1918.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2537,,2012,UNK,2013.0,5500.0,2025,6200.0,,2013.0,5770.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2538,,2012,UNK,2013.0,28270.0,2033,32390.0,,2013.0,21378.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2539,,2013,UNK,2013.0,64210.0,2033,84920.0,,2013.0,70510.0,,,,1,1.0,6,1.0,11,41,0.0,,,,
2540,,2013,UNK,2013.0,51720.0,2033,68970.0,,2013.0,57030.0,,,,1,1.0,6,1.0,11,41,0.0,,,,
2541,,2013,UNK,2013.0,32000.0,2033,32340.0,,2013.0,29110.0,,,,1,1.0,6,1.0,11,41,0.0,,,,
2542,,2013,UNK,2013.0,17000.0,2033,21000.0,,2013.0,16982.0,,,,1,1.0,6,1.0,12,41,0.0,,,,
2543,89490,2013,UNK,2013.0,92000.0,2025,96000.0,,2013.0,96268.0,,,,1,1.0,6,1.0,12,41,0.0,,,,
2544,92478,2013,UNK,2013.0,96000.0,2025,123000.0,,2013.0,91799.0,,,,1,1.0,6,1.0,12,41,0.0,,,,
2545,95085,2013,UNK,2013.0,148000.0,2025,173000.0,,2013.0,145111.0,,,,1,1.0,6,1.0,12,41,0.0,,,,
2546,,2013,UNK,2013.0,24100.0,2033,25540.0,,2013.0,30200.0,,,,1,3.0,6,1.0,11,41,0.0,,,,
2547,,2013,UNK,2013.0,24250.0,2033,42890.0,,2013.0,34490.0,,,,1,3.0,6,1.0,11,41,0.0,,,,
2548,,2013,UNK,2013.0,23840.0,2033,44590.0,,2013.0,34490.0,,,,1,3.0,6,1.0,11,41,0.0,,,,
2549,87218,2013,UNK,2013.0,2000.0,2027,2100.0,,2012.0,21730.0,,,,1,3.0,6,1.0,12,41,1.0,,,,
2550,,2013,UNK,2013.0,34000.0,2033,36000.0,,2013.0,38912.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2551,,2013,UNK,2013.0,42000.0,2033,50000.0,,2014.0,41841.0,,,,1,3.0,6,1.0,12,41,-1.0,,,,
2552,,2013,UNK,2013.0,2100.0,2033,2400.0,,2013.0,1700.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2553,96335,2013,UNK,2013.0,12000.0,2033,14000.0,,2013.0,12230.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2554,,2013,UNK,2013.0,2700.0,2033,3500.0,,2012.0,3220.0,,,,1,3.0,6,1.0,12,41,1.0,,,,
2556,96002,2013,UNK,2013.0,5600.0,2033,7300.0,Functional Class unreliable,2012.0,5480.0,,,,1,3.0,6,1.0,12,41,1.0,,,,
2557,,2013,UNK,2013.0,1800.0,2023,2000.0,Functional Class unreliable,2012.0,1600.0,,,,1,3.0,6,1.0,12,41,1.0,,,,
2558,,2013,UNK,2013.0,25000.0,2033,25000.0,Functional Class unreliable,2013.0,23520.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2559,96335,2013,UNK,2013.0,5600.0,2033,5800.0,Functional Class unreliable,2013.0,5380.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2560,96335,2013,UNK,2013.0,3100.0,2033,3100.0,Functional Class unreliable,2013.0,5840.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2561,96335,2013,UNK,2013.0,5200.0,2033,5900.0,Functional Class unreliable,2013.0,4460.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2562,96335,2013,UNK,2013.0,9300.0,2033,14000.0,Functional Class unreliable,2013.0,8100.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2563,96335,2013,UNK,2013.0,5300.0,2033,5800.0,Functional Class unreliable,2013.0,4560.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2564,96335,2013,UNK,2013.0,1900.0,2033,1900.0,Functional Class unreliable,2013.0,1630.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2565,96335,2013,UNK,2013.0,6200.0,2033,6200.0,Functional Class unreliable,2013.0,10560.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2566,96335,2013,UNK,2013.0,11000.0,2033,11000.0,Functional Class unreliable,2013.0,11150.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2567,96335,2013,UNK,2013.0,13000.0,2033,13000.0,Functional Class unreliable,2013.0,13660.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2568,96335,2013,UNK,2013.0,16000.0,2033,16000.0,Functional Class unreliable,2013.0,15220.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2569,,2013,UNK,2013.0,6500.0,2033,7500.0,Functional Class unreliable,2012.0,6400.0,,,,1,3.0,6,1.0,12,41,1.0,,,,
2570,,2013,UNK,2013.0,5700.0,2030,6500.0,Functional Class unreliable,2013.0,5780.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2571,87470,2013,UNK,2013.0,2400.0,2035,2500.0,Functional Class unreliable,2013.0,2240.0,,,,1,3.0,6,1.0,12,41,0.0,,,,
2574,,2013,UNK,2013.0,47840.0,2033,50840.0,Functional Class unreliable,2013.0,25890.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2575,,2013,UNK,2013.0,25550.0,2033,27650.0,Functional Class unreliable,2013.0,23160.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2576,,2013,UNK,2013.0,24820.0,2033,28610.0,Functional Class unreliable,2013.0,23160.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2577,,2013,UNK,2013.0,18790.0,2033,34460.0,Functional Class unreliable,2013.0,17060.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2578,,2013,UNK,2013.0,18610.0,2033,33180.0,Functional Class unreliable,2013.0,17410.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2579,,2013,UNK,2013.0,19643.0,2033,23747.0,Functional Class unreliable,2013.0,30200.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2580,,2013,UNK,2013.0,24450.0,2033,28560.0,Functional Class unreliable,2013.0,30200.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2581,,2013,UNK,2013.0,29710.0,2033,33320.0,Functional Class unreliable,2013.0,30200.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2582,,2013,UNK,2013.0,28540.0,2033,31180.0,Functional Class unreliable,2013.0,30200.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2583,,2013,UNK,2013.0,16640.0,2033,36080.0,Functional Class unreliable,2013.0,34490.0,,,,1,4.0,6,1.0,11,41,0.0,,,,
2584,,2013,UNK,2013.0,48000.0,2033,56000.0,Functional Class unreliable,2013.0,49009.0,,,,1,4.0,6,1.0,12,41,0.0,,,,
2585,92851,2013,UNK,2013.0,1400.0,2033,2100.0,Functional Class unreliable,2013.0,1341.0,,,,1,4.0,6,1.0,12,41,0.0,,,,
2586,,2013,UNK,2013.0,2500.0,2038,4100.0,Functional Class unreliable,2013.0,2360.0,,,,1,4.0,6,1.0,12,41,0.0,,,,
2587,,2013,UNK,2013.0,8400.0,2033,9200.0,Functional Class unreliable,2012.0,8380.0,,,,1,4.0,6,1.0,12,41,1.0,,,,
2588,,2013,UNK,2013.0,9900.0,2030,12000.0,Functional Class unreliable,2013.0,9650.0,,,,1,4.0,6,1.0,12,41,0.0,,,,
2589,,2013,UNK,2013.0,3600.0,2023,3900.0,Functional Class unreliable,2012.0,3180.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
2590,,2013,UNK,2013.0,12000.0,2033,14000.0,Functional Class unreliable,2013.0,11130.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2591,,2013,UNK,2013.0,2700.0,2025,3300.0,Functional Class unreliable,2012.0,6700.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
2592,,2013,UNK,2013.0,6300.0,2025,6300.0,Functional Class unreliable,2012.0,7180.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
2593,,2013,UNK,2013.0,32000.0,2033,39000.0,Functional Class unreliable,2012.0,31230.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
2594,,2013,UNK,2013.0,150000.0,2038,182000.0,Functional Class unreliable,2013.0,150180.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2595,,2013,UNK,2013.0,4000.0,2033,4000.0,Functional Class unreliable,2013.0,4300.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2596,94257,2013,UNK,2013.0,6600.0,2033,7000.0,Functional Class unreliable,2013.0,6853.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2597,,2013,UNK,2013.0,9600.0,2033,12200.0,,2013.0,8911.0,,,,1,4.0,6,1.0,2,41,0.0,,,,
2598,,2013,UNK,2013.0,10090.0,2033,12750.0,,2013.0,16281.0,,,,1,4.0,6,1.0,2,41,0.0,,,,
2599,89403,2013,UNK,2013.0,2200.0,2033,2200.0,,2013.0,2248.0,,,,1,5.0,6,1.0,1,41,0.0,,,,
2600,89399,2013,UNK,2013.0,420.0,2033,520.0,,2012.0,410.0,,,,1,5.0,6,1.0,1,41,1.0,,,,
2601,87329,2013,UNK,2013.0,1800.0,2033,2000.0,,2013.0,1846.0,,,,1,5.0,6,1.0,1,41,0.0,,,,
2603,91813,2013,UNK,2013.0,1900.0,2034,2100.0,,2013.0,1980.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2604,,2013,UNK,2013.0,1900.0,2034,2100.0,,2013.0,1980.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2605,95192,2013,UNK,2013.0,630.0,2033,680.0,,2013.0,650.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2607,,2013,UNK,2013.0,1500.0,2033,1700.0,,2012.0,1570.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
2608,,2013,UNK,2013.0,1600.0,2038,1900.0,,2013.0,1150.0,,,,1,5.0,6,1.0,12,41,0.0,,,,
2609,,2013,UNK,2013.0,1240.0,2033,1420.0,,2013.0,800.0,,,,1,6.0,6,1.0,2,41,0.0,,,,
2610,,2013,UNK,2013.0,1550.0,2033,1650.0,,2013.0,1330.0,,,,1,6.0,6,1.0,2,41,0.0,,,,
2611,,2013,UNK,2013.0,1990.0,2033,2040.0,,2013.0,1680.0,,,,1,6.0,6,1.0,2,41,0.0,,,,
2612,,2013,UNK,2013.0,870.0,2033,870.0,,2012.0,700.0,,,,1,6.0,6,1.0,12,41,1.0,,,,
2613,,2013,UNK,2013.0,1200.0,2033,1500.0,,2013.0,1181.0,,,,1,6.0,6,1.0,12,41,0.0,,,,
2614,,2013,UNK,2013.0,820.0,2033,820.0,,2013.0,814.0,,,,1,6.0,6,1.0,12,41,0.0,,,,
2615,,2013,UNK,2013.0,44290.0,2033,52610.0,,2013.0,44270.0,,,,1,1.0,6,1.0,1,41,0.0,,,,
2616,87394,2013,UNK,2013.0,15940.0,2033,18950.0,,2013.0,15705.0,,,,1,3.0,6,1.0,1,41,0.0,,,,
2617,,2013,UNK,2013.0,27880.0,2033,30510.0,,2013.0,21120.0,,,,1,3.0,6,1.0,1,41,0.0,,,,
2618,,2013,UNK,2013.0,20670.0,2033,21030.0,,2013.0,16050.0,,,,1,3.0,6,1.0,2,41,0.0,,,,
2619,,2013,UNK,2013.0,13620.0,2033,13870.0,,2013.0,21560.0,,,,1,3.0,6,1.0,2,41,0.0,,,,
2623,,2013,UNK,2013.0,8700.0,2025,9000.0,,2013.0,6550.0,,,,1,4.0,6,1.0,12,41,0.0,,,,
2624,,2013,UNK,2013.0,2120.0,2033,2170.0,,2013.0,1450.0,,,,1,5.0,6,1.0,2,41,0.0,,,,
2625,83203,2008,MR,2014.0,7500.0,2034,8420.0,,2013.0,6370.0,2009.0,6720.0,,1,4.0,6,1.0,2,41,1.0,-5.0,,,
2626,83548,2008,MR,2014.0,25400.0,2034,31620.0,,2013.0,18930.0,2010.0,22420.0,,1,3.0,6,1.0,2,41,1.0,-4.0,,,
2627,83548,2008,MR,2014.0,30960.0,2034,36830.0,,2013.0,25190.0,2010.0,25580.0,,1,3.0,6,1.0,2,41,1.0,-4.0,,,
2628,80126,2008,MR,2014.0,8840.0,2034,8890.0,,2014.0,9450.0,2008.0,9530.0,,1,4.0,6,1.0,1,41,0.0,-6.0,,,
2629,85162,2009,UNK,2014.0,32370.0,2034,39600.0,,2013.0,26530.0,2010.0,25530.0,,1,1.0,6,1.0,"2,3",41,1.0,-4.0,,,
2630,85162,2009,UNK,2014.0,43250.0,2034,47230.0,,2013.0,35920.0,2010.0,37920.0,,1,1.0,6,1.0,"2,3",41,1.0,-4.0,,,
2633,85162,2009,UNK,2014.0,48370.0,2034,56670.0,,2013.0,41440.0,2010.0,44060.0,,1,1.0,6,1.0,"2,3",41,1.0,-4.0,,,
2634,85162,2009,UNK,2014.0,53390.0,2034,64860.0,,2013.0,47020.0,2010.0,48950.0,,1,1.0,6,1.0,"2,3",41,1.0,-4.0,,,
2635,86824,2009,MR,2014.0,150770.0,2034,176500.0,,2013.0,137570.0,2010.0,144240.0,,1,1.0,6,1.0,1,41,1.0,-4.0,,,
2636,86824,2009,MR,2014.0,27140.0,2034,27140.0,,2013.0,29520.0,2010.0,32090.0,,1,1.0,6,1.0,1,41,1.0,-4.0,,,
2637,81338,2009,MR,2014.0,43250.0,2034,51100.0,,2013.0,35920.0,2010.0,37920.0,,1,1.0,6,1.0,1,41,1.0,-4.0,,,
2638,81338,2009,MR,2014.0,48370.0,2034,56670.0,,2013.0,41440.0,2010.0,44060.0,,1,1.0,6,1.0,1,41,1.0,-4.0,,,
2639,84629,2009,MR,2014.0,64460.0,2034,74620.0,,2013.0,64950.0,2010.0,60620.0,,1,1.0,6,1.0,1,41,1.0,-4.0,,,
2640,84629,2009,MR,2014.0,67510.0,2034,79000.0,,2013.0,68410.0,2010.0,63560.0,,1,1.0,6,1.0,1,41,1.0,-4.0,,,
2641,85162,2009,UNK,2014.0,14750.0,2034,15960.0,,2013.0,12540.0,2010.0,15070.0,,1,3.0,6,1.0,"2,3",41,1.0,-4.0,,,
2642,84556,2009,MR,2014.0,16750.0,2034,17640.0,,2013.0,6250.0,2010.0,7740.0,,1,3.0,6,1.0,2,41,1.0,-4.0,,,
2643,84556,2009,MR,2014.0,20420.0,2034,21880.0,,2013.0,18930.0,2010.0,22420.0,,1,3.0,6,1.0,2,41,1.0,-4.0,,,
2644,86797,2009,MR,2014.0,23350.0,2034,26560.0,,2013.0,18060.0,2009.0,19060.0,,1,3.0,6,1.0,1,41,1.0,-5.0,,,
2645,85162,2009,UNK,2014.0,22050.0,2034,26830.0,,2013.0,16990.0,2010.0,17530.0,,1,4.0,6,1.0,"2,3",41,1.0,-4.0,,,
2646,85162,2009,UNK,2014.0,29910.0,2034,32280.0,,2013.0,25580.0,2010.0,26860.0,,1,4.0,6,1.0,"2,3",41,1.0,-4.0,,,
2647,85162,2009,UNK,2014.0,8690.0,2034,11780.0,,2013.0,8710.0,2010.0,8620.0,,1,4.0,6,1.0,"2,3",41,1.0,-4.0,,,
2648,85162,2009,UNK,2014.0,7020.0,2034,8780.0,,2013.0,7240.0,2010.0,7080.0,,1,4.0,6,1.0,"2,3",41,1.0,-4.0,,,
2649,81338,2009,MR,2014.0,14450.0,2034,15480.0,,2013.0,13130.0,2010.0,12360.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2650,81338,2009,MR,2014.0,18830.0,2034,20070.0,,2013.0,16990.0,2010.0,17530.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2651,81338,2009,MR,2014.0,22050.0,2034,26830.0,,2013.0,16990.0,2010.0,17530.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2652,81338,2009,MR,2014.0,29910.0,2034,32280.0,,2013.0,25580.0,2010.0,26860.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2653,81338,2009,MR,2014.0,30800.0,2034,33210.0,,2013.0,25580.0,2010.0,26860.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2654,81338,2009,MR,2014.0,23510.0,2034,25390.0,,2013.0,25580.0,2010.0,26860.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2655,81338,2009,MR,2014.0,20130.0,2034,23810.0,,2013.0,25580.0,2010.0,26860.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2656,81338,2009,MR,2014.0,13800.0,2034,16410.0,,2013.0,25580.0,2010.0,26860.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2657,81338,2009,MR,2014.0,13890.0,2034,16470.0,,2013.0,25580.0,2010.0,26860.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2658,81338,2009,MR,2014.0,12720.0,2034,15100.0,,2013.0,10970.0,2010.0,11320.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2659,81338,2009,MR,2014.0,11760.0,2034,20740.0,,2013.0,10970.0,2010.0,11320.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2660,81338,2009,MR,2014.0,9130.0,2034,10960.0,,2013.0,5860.0,2010.0,6200.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2661,81338,2009,MR,2014.0,8300.0,2034,9990.0,,2013.0,5860.0,2010.0,6200.0,,1,4.0,6,1.0,1,41,1.0,-4.0,,,
2662,83793,2009,MR,2014.0,13880.0,2034,14360.0,,2014.0,11690.0,2008.0,12850.0,,1,4.0,6,1.0,12,41,0.0,-6.0,,,
2663,83793,2009,MR,2014.0,14930.0,2034,15550.0,,2014.0,11690.0,2008.0,16280.0,,1,4.0,6,1.0,12,41,0.0,-6.0,,,
2664,85162,2009,UNK,2014.0,8120.0,2034,8970.0,,2013.0,7130.0,2010.0,8310.0,,1,5.0,6,1.0,"2,3",41,1.0,-4.0,,,
2665,78425,2010,UNK,2014.0,54930.0,2034,74100.0,,2015.0,47291.0,2010.0,44520.0,,1,1.0,6,1.0,1,41,-1.0,-4.0,,,
2666,84557,2010,MR,2014.0,60470.0,2034,90630.0,,2013.0,46730.0,2010.0,47810.0,,1,1.0,6,1.0,11,41,1.0,-4.0,,,
2667,78425,2010,RC,2014.0,59510.0,2034,82420.0,,2015.0,47291.0,2010.0,44520.0,,1,1.0,6,1.0,1,41,-1.0,-4.0,,,
2668,78425,2010,RC,2014.0,59510.0,2034,82420.0,,2015.0,47291.0,2010.0,44520.0,,1,1.0,6,1.0,1,41,-1.0,-4.0,,,
