,PID,YearForecastMade,ForecastMethod,OpeningYear,OYADTForecast,DesignYear,DYADTForecast,Notes,NearActualOpenYear,NearOpenYrCount,RecentYr,RecentYrCnt,ActualOpeningYear,TollType,FunctionalClass,Methodology,AreaType,ImpromentType,State,diffPOY_NAOY,diffPOY_RY,diffAOY_RY,diffPOY_AOY,diffAOY_NAOY,Year
1072,81485,2008,RC,2009.0,18030.0,2021,22180.0,,2009.0,15150.0,2009.0,15150.0,2009.0,1,3.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0
1073,23800,2008,RC,2009.0,25720.0,2021,34250.0,,2010.0,22200.0,2010.0,22200.0,2009.0,1,3.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1074,84353,2008,RC,2009.0,6600.0,2029,8040.0,,2010.0,6000.0,2010.0,6000.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1075,23022,2008,MR,2009.0,3500.0,2029,3880.0,,2010.0,3600.0,2010.0,3600.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1076,22245,2008,MR,2009.0,27770.0,2029,42340.0,,2009.0,19170.0,2009.0,19170.0,2009.0,1,1.0,6,1.0,11,41,0.0,0.0,0.0,0.0,0.0,2009.0
1077,22245,2008,MR,2009.0,30910.0,2029,46950.0,,2009.0,23070.0,2009.0,23070.0,2009.0,1,1.0,6,1.0,11,41,0.0,0.0,0.0,0.0,0.0,2009.0
1078,84096,2008,MR,2009.0,161750.0,2029,165420.0,,2010.0,141060.0,2010.0,141060.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1079,83273,2008,UNK,2009.0,66900.0,2029,93600.0,,2009.0,57610.0,2009.0,57610.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0
1080,83273,2008,UNK,2009.0,81100.0,2029,99100.0,,2010.0,63540.0,2010.0,63540.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1081,83273,2008,UNK,2009.0,99000.0,2029,115600.0,,2010.0,79840.0,2010.0,79840.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1082,83273,2008,UNK,2009.0,106100.0,2029,120700.0,,2010.0,86170.0,2010.0,86170.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1083,83273,2008,UNK,2009.0,104200.0,2029,118300.0,,2010.0,84460.0,2010.0,84460.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1084,83273,2008,UNK,2009.0,102100.0,2029,115500.0,,2010.0,82670.0,2010.0,82670.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1085,83273,2008,UNK,2009.0,106000.0,2029,115100.0,,2010.0,87560.0,2010.0,87560.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1088,23799,2008,MR,2009.0,31560.0,2021,35360.0,,2008.0,33740.0,2008.0,33740.0,2009.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0
1089,23799,2008,MR,2009.0,38600.0,2021,41720.0,,2008.0,41350.0,2008.0,41350.0,2009.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0
1090,23799,2008,MR,2009.0,45900.0,2021,48070.0,,2008.0,48410.0,2008.0,48410.0,2009.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0
1091,23800,2008,RC,2009.0,32110.0,2021,41160.0,,2010.0,28490.0,2010.0,28490.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1092,22245,2008,MR,2009.0,15730.0,2029,16410.0,"Significant Count Drop, construction",2009.0,4690.0,2009.0,4690.0,2009.0,1,3.0,6,1.0,11,41,0.0,0.0,0.0,0.0,0.0,2009.0
1113,86769,2009,RC,2009.0,2990.0,2029,6740.0,,2009.0,2990.0,2009.0,2990.0,2009.0,1,3.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0
1115,77568,2009,MR,2009.0,89700.0,2029,116050.0,,2010.0,86960.0,2010.0,86960.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1116,25528,2009,MR,2009.0,106420.0,2021,115820.0,,2010.0,90150.0,2010.0,90150.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1117,25528,2009,MR,2009.0,92000.0,2021,104270.0,,2010.0,77990.0,2010.0,77990.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1118,25528,2009,MR,2009.0,90050.0,2021,102970.0,,2010.0,76290.0,2010.0,76290.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1119,25528,2009,MR,2009.0,85070.0,2021,87040.0,,2010.0,64800.0,2010.0,64800.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0
1120,87349,2009,MR,2009.0,75600.0,2029,85800.0,,2008.0,70890.0,2008.0,70890.0,2009.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0
1135,21927,2005,MR,2010.0,9250.0,2030,11310.0,NB,2010.0,9710.0,2010.0,9710.0,2007.0,1,3.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1156,21927,2005,MR,2010.0,12450.0,2030,14710.0,NB,2010.0,12860.0,2010.0,12860.0,2007.0,1,1.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1157,21927,2005,MR,2010.0,32310.0,2030,36040.0,NB,2010.0,29070.0,2010.0,29070.0,2007.0,1,1.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1166,21927,2005,MR,2010.0,18980.0,2030,20010.0,NB,2010.0,16580.0,2010.0,16580.0,2007.0,1,4.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1167,21927,2005,MR,2010.0,19140.0,2030,20040.0,NB,2010.0,10900.0,2010.0,10900.0,2007.0,1,4.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1168,21927,2005,MR,2010.0,12320.0,2030,12320.0,NB,2010.0,10900.0,2010.0,10900.0,2007.0,1,4.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1183,22200,2006,MR,2010.0,64960.0,2030,79840.0,,2010.0,61100.0,2010.0,61100.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1184,22200,2006,MR,2010.0,117320.0,2030,133960.0,,2010.0,107250.0,2010.0,107250.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1185,22200,2006,MR,2010.0,102450.0,2030,113360.0,,2010.0,95930.0,2010.0,95930.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1186,22200,2006,MR,2010.0,127440.0,2030,133830.0,,2010.0,121500.0,2010.0,121500.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1187,22200,2006,MR,2010.0,83210.0,2030,87850.0,,2010.0,72690.0,2010.0,72690.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1229,23835,2007,MR,2010.0,38310.0,2030,47330.0,,2010.0,27030.0,2010.0,27030.0,2010.0,1,1.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1232,23835,2007,MR,2010.0,42970.0,2030,52370.0,,2008.0,34800.0,2008.0,34800.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1233,23835,2007,MR,2010.0,42530.0,2030,52050.0,,2008.0,33820.0,2008.0,33820.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1234,23835,2007,MR,2010.0,41500.0,2030,51270.0,,2008.0,32540.0,2008.0,32540.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1235,23835,2007,MR,2010.0,39850.0,2030,49230.0,,2008.0,31250.0,2008.0,31250.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1236,23835,2007,MR,2010.0,38000.0,2030,46940.0,,2008.0,29780.0,2008.0,29780.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1254,80613,2007,RC,2010.0,4110.0,2030,4640.0,,2008.0,2670.0,2008.0,2670.0,2010.0,1,5.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1259,83301,2007,MR,2010.0,81000.0,2030,96200.0,,2009.0,61970.0,2009.0,61970.0,2007.0,1,1.0,6,1.0,1,41,1.0,-1.0,-2.0,3.0,-2.0,2009.0
1260,83301,2007,MR,2010.0,91200.0,2030,107610.0,,2010.0,65300.0,2010.0,65300.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1261,83301,2007,MR,2010.0,84070.0,2030,98060.0,,2010.0,63710.0,2010.0,63710.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1262,83301,2007,MR,2010.0,78530.0,2030,88920.0,,2010.0,56200.0,2010.0,56200.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1263,83301,2007,MR,2010.0,87630.0,2030,103460.0,,2010.0,63540.0,2010.0,63540.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1264,83301,2007,MR,2010.0,108110.0,2030,123820.0,,2010.0,79840.0,2010.0,79840.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1265,83301,2007,MR,2010.0,110490.0,2030,122860.0,,2010.0,82670.0,2010.0,82670.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1266,83301,2007,MR,2010.0,113350.0,2030,121930.0,,2010.0,87560.0,2010.0,87560.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1267,83301,2007,MR,2010.0,102690.0,2030,106920.0,,2010.0,90150.0,2010.0,90150.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0
1274,21147,2007,MR,2010.0,14210.0,2030,13470.0,,2008.0,8670.0,2008.0,8670.0,2010.0,1,3.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1275,82505,2007,MR,2010.0,19730.0,2030,23910.0,,2009.0,21020.0,2009.0,21020.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1276,82505,2007,MR,2010.0,38850.0,2030,43330.0,,2009.0,33860.0,2009.0,33860.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1277,82505,2007,MR,2010.0,38660.0,2030,38660.0,,2009.0,33850.0,2009.0,33850.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1278,82505,2007,MR,2010.0,33560.0,2030,33560.0,,2009.0,26910.0,2009.0,26910.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1279,82505,2007,MR,2010.0,28290.0,2030,28290.0,,2009.0,27000.0,2009.0,27000.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1280,82505,2007,MR,2010.0,18460.0,2030,18460.0,,2009.0,19290.0,2009.0,19290.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1291,80145,2007,RC,2010.0,7040.0,2030,7530.0,,2008.0,7200.0,2008.0,7200.0,2010.0,1,4.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1302,25203,2008,MR,2010.0,49110.0,2030,51270.0,,2010.0,47810.0,2010.0,47810.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1303,25203,2008,MR,2010.0,48870.0,2030,50640.0,,2010.0,47220.0,2010.0,47220.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1311,79745,2008,RC,2010.0,11940.0,2018,13020.0,,2009.0,11690.0,2009.0,11690.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1312,79745,2008,RC,2010.0,12140.0,2018,13390.0,,2009.0,11370.0,2009.0,11370.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1314,77318,2008,RC,2010.0,18370.0,2022,21820.0,,2009.0,14700.0,2009.0,14700.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1316,81243,2008,RC,2010.0,9360.0,2030,12100.0,,2009.0,7090.0,2009.0,7090.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1317,81243,2008,RC,2010.0,7310.0,2030,9880.0,,2009.0,7090.0,2009.0,7090.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1318,82824,2008,RC,2010.0,19650.0,2030,20940.0,,2009.0,19070.0,2009.0,19070.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1323,83621,2008,MR,2010.0,10100.0,2030,10800.0,,2010.0,6680.0,2010.0,6680.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1324,83621,2008,MR,2010.0,7100.0,2030,9500.0,,2010.0,5320.0,2010.0,5320.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1325,82298,2008,RC,2010.0,11490.0,2030,12200.0,,2008.0,8880.0,2008.0,8880.0,2010.0,1,4.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1326,82298,2008,RC,2010.0,11700.0,2030,13070.0,,2009.0,8880.0,2009.0,8880.0,2010.0,1,4.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1327,82298,2008,RC,2010.0,12400.0,2030,14140.0,,2009.0,9660.0,2009.0,9660.0,2010.0,1,4.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1328,80178,2008,RC,2010.0,3420.0,2022,3950.0,,2009.0,2820.0,2009.0,2820.0,2010.0,1,4.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1329,80178,2008,RC,2010.0,3040.0,2022,3600.0,,2009.0,2600.0,2009.0,2600.0,2010.0,1,4.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1330,25667,2008,RC,2010.0,2700.0,2022,2700.0,,2010.0,2240.0,2010.0,2240.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1331,25667,2008,RC,2010.0,2670.0,2022,2670.0,,2010.0,1940.0,2010.0,1940.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1332,25667,2008,RC,2010.0,2970.0,2022,3270.0,,2010.0,2180.0,2010.0,2180.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1333,82275,2008,MR,2010.0,4720.0,2030,6410.0,,2010.0,4630.0,2010.0,4630.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1336,81918,2008,MR,2010.0,5750.0,2030,7940.0,,2008.0,5680.0,2008.0,5680.0,2010.0,1,5.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1337,80182,2008,RC,2010.0,5600.0,2022,5960.0,,2010.0,5090.0,2010.0,5090.0,2010.0,1,5.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1338,80182,2008,RC,2010.0,8470.0,2022,10240.0,,2010.0,7270.0,2010.0,7270.0,2010.0,1,5.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1339,80182,2008,RC,2010.0,11080.0,2022,11950.0,,2010.0,8870.0,2010.0,8870.0,2010.0,1,5.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1340,84778,2008,MR,2010.0,2530.0,2030,3270.0,,2010.0,2360.0,2010.0,2360.0,2010.0,1,5.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1341,80174,2008,RC,2010.0,2260.0,2022,2760.0,,2009.0,2150.0,2009.0,2150.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1342,80174,2008,RC,2010.0,2670.0,2022,3200.0,,2009.0,2260.0,2009.0,2260.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1343,80174,2008,RC,2010.0,1960.0,2022,2370.0,,2009.0,1740.0,2009.0,1740.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1344,80174,2008,RC,2010.0,3220.0,2022,3750.0,,2009.0,2940.0,2009.0,2940.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1345,80174,2008,RC,2010.0,3820.0,2022,4270.0,,2009.0,3480.0,2009.0,3480.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1346,80174,2008,RC,2010.0,4630.0,2022,5230.0,,2009.0,3950.0,2009.0,3950.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1347,80174,2008,RC,2010.0,1940.0,2022,1940.0,,2009.0,2200.0,2009.0,2200.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1348,80174,2008,RC,2010.0,2040.0,2022,2270.0,,2009.0,1840.0,2009.0,1840.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1349,81243,2008,RC,2010.0,13230.0,2030,15430.0,,2009.0,11640.0,2009.0,11640.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1350,81243,2008,RC,2010.0,6310.0,2030,6310.0,,2009.0,5630.0,2009.0,5630.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1354,82812,2008,RC,2010.0,1250.0,2030,1600.0,,2009.0,1230.0,2009.0,1230.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1355,75444,2008,MR,2010.0,1130.0,2030,1320.0,,2008.0,820.0,2008.0,820.0,2010.0,1,6.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1367,84483,2008,MR,2010.0,139230.0,2030,142810.0,,2010.0,121010.0,2010.0,121010.0,2010.0,1,1.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1369,80030,2008,MR,2010.0,56020.0,2030,76400.0,,2009.0,42360.0,2009.0,42360.0,2010.0,1,1.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1370,80030,2008,MR,2010.0,71750.0,2030,95530.0,,2009.0,55080.0,2009.0,55080.0,2010.0,1,1.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1375,82030,2008,MR,2010.0,18110.0,2030,18110.0,,2010.0,14860.0,2010.0,14860.0,2009.0,1,3.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1380,82298,2008,RC,2010.0,9940.0,2030,14180.0,,2009.0,7760.0,2009.0,7760.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1381,21755,2008,MR,2010.0,26160.0,2030,31760.0,,2007.0,16180.0,2007.0,16180.0,2010.0,1,3.0,6,1.0,1,41,3.0,-3.0,3.0,0.0,3.0,2007.0
1382,21755,2008,MR,2010.0,16780.0,2030,18220.0,,2007.0,29190.0,2007.0,29190.0,2010.0,1,3.0,6,1.0,1,41,3.0,-3.0,3.0,0.0,3.0,2007.0
1383,21755,2008,MR,2010.0,16920.0,2030,19280.0,,2007.0,16560.0,2007.0,16560.0,2010.0,1,3.0,6,1.0,1,41,3.0,-3.0,3.0,0.0,3.0,2007.0
1398,81405,2008,MR,2010.0,22810.0,2030,22440.0,,2010.0,21990.0,2010.0,21990.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1399,81405,2008,MR,2010.0,17990.0,2030,19780.0,,2010.0,17440.0,2010.0,17440.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1400,81405,2008,MR,2010.0,13660.0,2030,17010.0,,2010.0,12870.0,2010.0,12870.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1401,82030,2008,MR,2010.0,36410.0,2030,40230.0,,2010.0,35440.0,2010.0,35440.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0
1409,18232,2008,MR,2010.0,6670.0,2030,7200.0,,2008.0,8020.0,2008.0,8020.0,2010.0,1,5.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1413,18241,2009,RC,2010.0,48420.0,2030,66330.0,,2009.0,42100.0,2009.0,42100.0,2010.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1414,18242,2009,RC,2010.0,47670.0,2030,65360.0,,2009.0,41170.0,2009.0,41170.0,2010.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1415,83620,2009,MR,2010.0,58900.0,2030,88770.0,,2009.0,44930.0,2009.0,44930.0,2010.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1416,86369,2009,UNK,2010.0,7070.0,2030,8140.0,,2008.0,4120.0,2008.0,7240.0,2010.0,1,3.0,6,1.0,2,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1417,86369,2009,UNK,2010.0,6910.0,2030,8360.0,,2008.0,7240.0,2008.0,4120.0,2010.0,1,3.0,6,1.0,2,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1418,23738,2009,RC,2010.0,13110.0,2022,16890.0,,2009.0,10970.0,2009.0,10970.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1419,77349,2009,MR,2010.0,7350.0,2022,8340.0,,2007.0,7100.0,2007.0,7100.0,2010.0,1,3.0,6,1.0,1,41,3.0,-3.0,3.0,0.0,3.0,2007.0
1420,81269,2009,MR,2010.0,6500.0,2030,6800.0,,2008.0,6460.0,2008.0,6460.0,2010.0,1,3.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1422,86816,2009,RC,2010.0,7300.0,2022,7850.0,,2009.0,7250.0,2009.0,7250.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1423,86816,2009,RC,2010.0,3380.0,2022,3640.0,,2009.0,3360.0,2009.0,3360.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1424,86816,2009,RC,2010.0,3570.0,2022,3850.0,,2009.0,3550.0,2009.0,3550.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1425,86816,2009,RC,2010.0,3570.0,2022,3850.0,,2009.0,3550.0,2009.0,3550.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1426,86816,2009,RC,2010.0,2530.0,2022,2720.0,,2009.0,2510.0,2009.0,2510.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1427,86816,2009,RC,2010.0,2640.0,2022,2840.0,,2009.0,2620.0,2009.0,2620.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1428,86369,2009,UNK,2010.0,2680.0,2030,2960.0,,2008.0,1990.0,2008.0,1990.0,2010.0,1,4.0,6,1.0,2,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1429,86369,2009,UNK,2010.0,1060.0,2030,1160.0,,2008.0,1080.0,2008.0,1080.0,2010.0,1,4.0,6,1.0,2,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1430,82040,2009,MR,2010.0,4340.0,2022,4920.0,,2010.0,4980.0,2010.0,4980.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1431,82040,2009,MR,2010.0,6340.0,2022,7130.0,,2010.0,7760.0,2010.0,7760.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1432,82040,2009,MR,2010.0,5350.0,2022,5940.0,,2010.0,5380.0,2010.0,5380.0,2010.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1433,81934,2009,MR,2010.0,3700.0,2030,4500.0,,2009.0,4570.0,2009.0,4570.0,2010.0,1,4.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1435,83359,2009,RC,2010.0,10370.0,2030,12090.0,,2008.0,9120.0,2008.0,9120.0,2010.0,1,4.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1436,83359,2009,RC,2010.0,4440.0,2030,4720.0,,2008.0,4270.0,2008.0,4270.0,2010.0,1,4.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1437,83359,2009,RC,2010.0,7990.0,2030,7990.0,,2008.0,7020.0,2008.0,7020.0,2010.0,1,4.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1438,83359,2009,RC,2010.0,8480.0,2030,9360.0,,2008.0,7290.0,2008.0,7290.0,2010.0,1,4.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0
1439,19571,2009,RC,2010.0,1400.0,2030,2060.0,,2009.0,1000.0,2009.0,1000.0,2009.0,1,5.0,6,1.0,1,41,1.0,-1.0,0.0,1.0,0.0,2009.0
1440,19601,2009,RC,2010.0,1530.0,2030,2360.0,,2009.0,1470.0,2009.0,1470.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1441,82040,2009,MR,2010.0,2350.0,2022,2630.0,,2010.0,2180.0,2010.0,2180.0,2010.0,1,5.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
1442,18241,2009,RC,2010.0,3220.0,2030,4100.0,,2009.0,2940.0,2009.0,2940.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1443,18242,2009,RC,2010.0,1840.0,2030,2310.0,,2009.0,1700.0,2009.0,1700.0,2010.0,1,5.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0
1446,13364,2009,MR,2010.0,4910.0,2030,6940.0,,2010.0,4610.0,2010.0,4610.0,2010.0,1,5.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0
