,InternalProjectID_x,AverageCount,AverageForecast,Error,AbsError,PercentError,AbsPE,ImprovementType,YearForecastProduced,ForecastYear,State,Year_ofObservation,Decade_Count,Decade_ForecastProduced,Decade_Opening,Diff_Year,ForecastHorizon,InternalProjectID_y,FunctionalClass
166,238394-2,36666.66667,36466.66667,200.0,200.0,0.548446069,0.548446069,4.0,2002.0,2010.0,FL,2012.0,5,5,2008-2012,8.0,6,23574,4
167,238394-2A,25000.0,27700.0,-2700.0,2700.0,-9.747292418999999,9.747292418999999,4.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,23576,4
168,238394-3,28000.0,36600.0,-8600.0,8600.0,-23.49726776,23.49726776,4.0,2006.0,2011.0,FL,2013.0,6,5,2008-2012,5.0,5,23577,4
169,238394-4,41500.0,55400.0,-13900.0,13900.0,-25.09025271,25.09025271,12.0,2006.0,2011.0,FL,2013.0,6,5,2008-2012,5.0,5,23577,5
170,238395-4,32500.0,38400.0,-5900.0,5900.0,-15.36458333,15.36458333,4.0,2005.0,2012.0,FL,2014.0,6,5,2008-2012,7.0,6,23582,5
171,238395-5,34500.0,40050.0,-5550.0,5550.0,-13.8576779,13.8576779,4.0,2005.0,2007.0,FL,2009.0,5,5,2002-2008,2.0,2,23584,3
172,238422-1,33750.0,28100.0,5650.0,5650.0,20.10676157,20.10676157,4.0,2003.0,2008.0,FL,2010.0,5,5,2002-2008,5.0,5,23586,4
173,238429-4,43000.0,48600.0,-5600.0,5600.0,-11.52263374,11.52263374,4.0,2006.0,2007.0,FL,2009.0,5,5,2002-2008,1.0,1,23586,5
174,238429-5,52500.0,49000.0,3500.0,3500.0,7.142857143,7.142857143,4.0,2003.0,2007.0,FL,2009.0,5,5,2002-2008,4.0,4,23587,3
175,238651-1,14600.0,12600.0,2000.0,2000.0,15.87301587,15.87301587,4.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,23588,6
176,238677-1,18500.0,18300.0,200.0,200.0,1.092896175,1.092896175,4.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,2359,3
177,238720-1,7900.0,10600.0,-2700.0,2700.0,-25.47169811,25.47169811,1.0,2007.0,2015.0,FL,2017.0,6,5,After 2012,8.0,6,2368,3
178,2388,7133.333333,8566.666667,-1433.333333,1433.333333,-16.73151751,16.73151751,12.0,2007.0,2010.0,WI,2010.0,5,5,2008-2012,3.0,3,2369,3
179,23894,16060.0,17993.25,-1933.25,1933.25,-10.74430689,10.74430689,12.0,2002.0,2005.0,OH,2006.0,4,5,2002-2008,3.0,3,2369,4
180,23903,5193.333333,5645.0,-451.66666669999995,451.66666669999995,-8.001180986,8.001180986,2.0,2003.0,2005.0,OH,2010.0,5,5,2002-2008,2.0,2,23716,3
181,2391,600.0,1100.0,-500.0,500.0,-45.45454545,45.45454545,12.0,2007.0,2007.0,WI,2007.0,4,5,2002-2008,0.0,0,23717,3
182,23914,2960.0,3580.0,-620.0,620.0,-17.31843575,17.31843575,1.0,2003.0,2007.0,OH,2007.0,4,5,2002-2008,4.0,4,2372,4
183,2396,3950.0,3866.666667,83.33333333,83.33333333,2.155172414,2.155172414,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,2373,3
184,240373-1,8200.0,8440.0,-240.0,240.0,-2.843601896,2.843601896,4.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,23730,1
185,240887-1,47500.0,44700.0,2800.0,2800.0,6.263982102999999,6.263982102999999,4.0,2002.0,2008.0,FL,2010.0,5,5,2002-2008,6.0,6,23735,1
186,240992-2,19600.0,20200.0,-600.0,600.0,-2.97029703,2.97029703,2.0,2010.0,2012.0,FL,2014.0,6,5,2008-2012,2.0,2,23736,1
187,240992-5,24500.0,25000.0,-500.0,500.0,-2.0,2.0,2.0,2010.0,2012.0,FL,2014.0,6,5,2008-2012,2.0,2,23737,1
188,241020-1,25000.0,30100.0,-5100.0,5100.0,-16.94352159,16.94352159,4.0,2004.0,2007.0,FL,2009.0,5,5,2002-2008,3.0,3,23737,3
189,241043-1,3700.0,2845.0,855.0,855.0,30.05272408,30.05272408,1.0,2002.0,2006.0,FL,2008.0,4,5,2002-2008,4.0,4,23738,3
190,2411,5225.0,6550.0,-1325.0,1325.0,-20.22900763,20.22900763,12.0,2007.0,2010.0,WI,2010.0,5,5,2008-2012,3.0,3,237506-2,3
191,241211-1,17000.0,14200.0,2800.0,2800.0,19.71830986,19.71830986,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,237550-1,3
192,241543-1,11300.0,16600.0,-5300.0,5300.0,-31.92771084,31.92771084,4.0,2005.0,2008.0,FL,2010.0,5,5,2002-2008,3.0,3,237565-1,4
193,2417,12825.0,15700.0,-2875.0,2875.0,-18.31210191,18.31210191,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,237567-1,3
194,24247,10250.0,29357.0,-19107.0,19107.0,-65.08498825,65.08498825,3.0,2005.0,2007.0,OH,2011.0,5,5,2002-2008,2.0,2,237576-1,3
195,242592-2,142000.0,148500.0,-6500.0,6500.0,-4.377104377,4.377104377,4.0,2005.0,2009.0,FL,2011.0,5,5,2008-2012,4.0,4,237592-1,3
196,242696-1,58500.0,46600.0,11900.0,11900.0,25.53648069,25.53648069,4.0,2002.0,2003.0,FL,2005.0,4,5,2002-2008,1.0,1,237592-2,3
197,24316,5933.333333,8281.25,-2347.916667,2347.916667,-28.35220126,28.35220126,1.0,2002.0,2004.0,OH,2009.0,5,5,2002-2008,2.0,2,237632-1,3
198,2442,410.0,2900.0,-2490.0,2490.0,-85.86206897,85.86206897,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,237650-2,3
199,24441,110195.0,107500.625,2694.375,2694.375,2.506380777,2.506380777,1.0,2003.0,2005.0,OH,2006.0,4,5,2002-2008,2.0,2,237650-3,3
200,2449,4400.0,5350.0,-950.0,950.0,-17.75700935,17.75700935,12.0,2007.0,2008.0,WI,2008.0,4,5,2002-2008,1.0,1,237965-1,3
201,2458,31566.66667,31666.66667,-100.0,100.0,-0.31578947399999996,0.31578947399999996,12.0,2007.0,2010.0,WI,2010.0,5,5,2008-2012,3.0,3,23799,1
202,24597,4925.0,7635.0,-2710.0,2710.0,-35.49443353,35.49443353,1.0,2003.0,2007.0,OH,2007.0,4,5,2002-2008,4.0,4,23800,1
203,24598,2800.0,3702.0,-902.0,902.0,-24.365208,24.365208,1.0,2002.0,2007.0,OH,2011.0,5,5,2002-2008,5.0,5,23800,3
204,2464,5700.0,7100.0,-1400.0,1400.0,-19.71830986,19.71830986,12.0,2007.0,2011.0,WI,2011.0,5,5,2008-2012,4.0,4,2381,4
205,2465,7666.666667,8766.666667,-1100.0,1100.0,-12.54752852,12.54752852,12.0,2007.0,2011.0,WI,2011.0,5,5,2008-2012,4.0,4,23817,1
206,2467,17757.14286,18928.57143,-1171.4285710000001,1171.4285710000001,-6.188679245,6.188679245,12.0,2007.0,2011.0,WI,2011.0,5,5,2008-2012,4.0,4,23823,1
207,24691,36860.0,31816.67,5043.33,5043.33,15.85121887,15.85121887,1.0,2005.0,2007.0,OH,2009.0,5,5,2002-2008,2.0,2,23825,3
208,24738,5340.0,5115.0,225.0,225.0,4.398826979,4.398826979,1.0,2003.0,2004.0,OH,2004.0,4,5,2002-2008,1.0,1,23828,1
209,24771,16060.0,18763.5,-2703.5,2703.5,-14.408292699999999,14.408292699999999,3.0,2003.0,2004.0,OH,2007.0,4,5,2002-2008,1.0,1,23830,1
210,24794,17133.33333,15547.833330000001,1585.5,1585.5,10.19756236,10.19756236,1.0,2002.0,2005.0,OH,2004.0,4,5,2002-2008,3.0,3,23832,3
211,2486,1000.0,1300.0,-300.0,300.0,-23.07692308,23.07692308,12.0,2007.0,2010.0,WI,2010.0,5,5,2008-2012,3.0,3,23833,3
212,24947,8690.0,12563.7,-3873.7,3873.7,-30.83247769,30.83247769,1.0,2007.0,2011.0,OH,2010.0,5,5,2008-2012,4.0,4,23835,1
213,24956,23695.0,27028.335,-3333.335,3333.335,-12.33274266,12.33274266,1.0,2007.0,2009.0,OH,2008.0,4,5,2008-2012,2.0,2,238394-2,3
214,24957,55935.0,52330.0,3605.0,3605.0,6.88897382,6.88897382,1.0,2006.0,2010.0,OH,2008.0,4,5,2008-2012,4.0,4,238394-2A,3
215,2501,10300.0,13400.0,-3100.0,3100.0,-23.13432836,23.13432836,12.0,2007.0,2011.0,WI,2011.0,5,5,2008-2012,4.0,4,238394-3,3
216,2514,576.6666667000001,713.3333332999999,-136.66666669999998,136.66666669999998,-19.1588785,19.1588785,12.0,2007.0,2010.0,WI,2010.0,5,5,2008-2012,3.0,3,238394-4,3
217,25154,66090.0,82930.0,-16840.0,16840.0,-20.30628241,20.30628241,1.0,2003.0,2004.0,OH,2009.0,5,5,2002-2008,1.0,1,238395-4,3
218,25159,64560.0,64535.0,25.0,25.0,0.038738668999999996,0.038738668999999996,1.0,2003.0,2004.0,OH,2004.0,4,5,2002-2008,1.0,1,238395-5,3
219,25198,10510.0,13978.0,-3468.0,3468.0,-24.81041637,24.81041637,1.0,2004.0,2007.0,OH,2009.0,5,5,2002-2008,3.0,3,238422-1,3
220,25199,14890.0,15007.75,-117.75,117.75,-0.784594626,0.784594626,1.0,2007.0,2010.0,OH,2009.0,5,5,2008-2012,3.0,3,238429-4,3
221,25203,47515.0,48990.0,-1475.0,1475.0,-3.0108185339999998,3.0108185339999998,1.0,2008.0,2010.0,OH,2010.0,5,5,2008-2012,2.0,2,238429-5,3
222,25207,11250.0,12400.0,-1150.0,1150.0,-9.274193548,9.274193548,1.0,2006.0,2009.0,OH,2009.0,5,5,2008-2012,3.0,3,238651-1,3
223,2523,3800.0,4300.0,-500.0,500.0,-11.62790698,11.62790698,12.0,2007.0,2010.0,WI,2010.0,5,5,2008-2012,3.0,3,238677-1,4
224,25235,18210.0,23602.66667,-5392.666667,5392.666667,-22.84770082,22.84770082,1.0,2006.0,2010.0,OH,2008.0,4,5,2008-2012,4.0,4,238720-1,3
225,25325,39200.0,41440.0,-2240.0,2240.0,-5.405405405,5.405405405,12.0,2003.0,2007.0,OH,2007.0,4,5,2002-2008,4.0,4,2388,4
226,2533,7187.5,7579.5,-392.0,392.0,-5.1718451089999995,5.1718451089999995,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,2388,5
227,2536,10940.0,12510.0,-1570.0,1570.0,-12.54996003,12.54996003,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,23894,3
228,25377,8036.666667,7772.5,264.1666667,264.1666667,3.3987348560000004,3.3987348560000004,12.0,2002.0,2003.0,OH,2003.3333329999998,4,5,2002-2008,1.0,1,23903,4
229,25378,5410.0,6786.388333,-1376.388333,1376.388333,-20.2816029,20.2816029,2.0,2006.0,2008.0,OH,2006.8333329999998,4,5,2002-2008,2.0,2,2391,5
230,25423,13030.0,15433.666669999999,-2403.666667,2403.666667,-15.57417766,15.57417766,1.0,2006.0,2010.0,OH,2009.0,5,5,2008-2012,4.0,4,23914,4
231,25438,2810.0,3323.333333,-513.3333333,513.3333333,-15.44633902,15.44633902,1.0,2007.0,2008.0,OH,2008.0,4,5,2002-2008,1.0,1,2396,3
232,2545,4733.333333,4550.0,183.33333330000002,183.33333330000002,4.0293040289999995,4.0293040289999995,12.0,2007.0,2008.0,WI,2008.0,4,5,2002-2008,1.0,1,2396,5
233,2549,3900.0,4200.0,-300.0,300.0,-7.142857143,7.142857143,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,240373-1,3
234,25499,65990.0,71752.5,-5762.5,5762.5,-8.031079056,8.031079056,3.0,2005.0,2006.0,OH,2009.0,5,5,2002-2008,1.0,1,24073,1
235,2550,12840.0,13870.0,-1030.0,1030.0,-7.426099495,7.426099495,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,240887-1,3
236,25508,45485.0,47023.625,-1538.625,1538.625,-3.272025498,3.272025498,12.0,2005.0,2009.0,OH,2008.0,4,5,2008-2012,4.0,4,240992-2,3
237,25528,77307.5,94146.6675,-16839.1675,16839.1675,-17.88610043,17.88610043,1.0,2009.0,2009.0,OH,2010.0,5,5,2008-2012,0.0,0,240992-5,3
238,25555,65300.0,89823.0,-24523.0,24523.0,-27.30147067,27.30147067,1.0,2007.0,2009.0,OH,2010.0,5,5,2008-2012,2.0,2,241020-1,3
239,25574,19000.0,21961.67,-2961.67,2961.67,-13.48563201,13.48563201,1.0,2007.0,2008.0,OH,2010.0,5,5,2002-2008,1.0,1,241043-1,3
240,25575,18485.0,21502.915,-3017.915,3017.915,-14.03491108,14.03491108,1.0,2008.0,2009.0,OH,2010.0,5,5,2008-2012,1.0,1,2411,4
241,25618,13910.0,13497.5,412.5,412.5,3.0561215039999996,3.0561215039999996,1.0,2009.0,2011.0,OH,2010.0,5,5,2008-2012,2.0,2,2411,6
242,2564,3000.0,3900.0,-900.0,900.0,-23.07692308,23.07692308,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,241211-1,4
243,25645,1680.0,1506.0,174.0,174.0,11.55378486,11.55378486,1.0,2002.0,2005.0,OH,2009.0,5,5,2002-2008,3.0,3,241543-1,3
244,25654,3185.833333,4525.209167,-1339.375833,1339.375833,-29.59809777,29.59809777,1.0,2006.0,2008.0,OH,2009.0,5,5,2002-2008,2.0,2,2417,3
245,25657,1620.0,2140.0,-520.0,520.0,-24.29906542,24.29906542,1.0,2004.0,2006.0,OH,2006.0,4,5,2002-2008,2.0,2,24247,3
246,25659,4860.0,5364.17,-504.17,504.17,-9.398844556,9.398844556,1.0,2008.0,2010.0,OH,2008.0,4,5,2008-2012,2.0,2,242592-2,1
247,25661,13490.0,18481.25,-4991.25,4991.25,-27.00710179,27.00710179,1.0,2005.0,2007.0,OH,2010.0,5,5,2002-2008,2.0,2,242696-1,3
248,25662,2070.0,3464.17,-1394.17,1394.17,-40.24542675,40.24542675,1.0,2004.0,2006.0,OH,2009.5,5,5,2002-2008,2.0,2,24316,3
249,25663,6203.333333,7082.360833,-879.0275,879.0275,-12.41150403,12.41150403,1.0,2006.0,2008.0,OH,2008.1666670000002,5,5,2002-2008,2.0,2,24316,4
250,25664,2185.0,2435.835,-250.835,250.835,-10.29770079,10.29770079,1.0,2010.0,2011.0,OH,2010.0,5,5,2008-2012,1.0,1,24316,5
251,25666,2536.666667,3693.886667,-1157.22,1157.22,-31.32797794,31.32797794,1.0,2006.0,2008.0,OH,2009.0,5,5,2002-2008,2.0,2,2442,5
252,25667,2120.0,2780.0,-660.0,660.0,-23.74100719,23.74100719,1.0,2008.0,2010.0,OH,2010.0,5,5,2008-2012,2.0,2,24441,1
253,25668,6436.666667,10246.11333,-3809.446667,3809.446667,-37.17943129,37.17943129,1.0,2006.0,2007.0,OH,2009.0,5,5,2002-2008,1.0,1,2449,4
254,2567,11050.0,11550.0,-500.0,500.0,-4.329004329,4.329004329,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,2458,3
255,25672,4631.25,6378.2275,-1746.9775,1746.9775,-27.38970192,27.38970192,1.0,2006.0,2008.0,OH,2009.0,5,5,2002-2008,2.0,2,2458,4
256,25673,1650.0,2000.625,-350.625,350.625,-17.5257732,17.5257732,1.0,2006.0,2008.0,OH,2009.0,5,5,2002-2008,2.0,2,24597,4
257,25676,1290.0,1843.33,-553.33,553.33,-30.01795663,30.01795663,1.0,2005.0,2007.0,OH,2009.0,5,5,2002-2008,2.0,2,24598,5
258,25677,2680.0,3310.8340000000003,-630.8340000000001,630.8340000000001,-19.05362818,19.05362818,1.0,2004.0,2006.0,OH,2007.2,4,5,2002-2008,2.0,2,2464,3
259,25679,3724.0,5678.834,-1954.8339999999998,1954.8339999999998,-34.42315799,34.42315799,1.0,2006.0,2007.0,OH,2007.4,4,5,2002-2008,1.0,1,2465,3
260,25681,2748.0,3974.664,-1226.664,1226.664,-30.86208042,30.86208042,1.0,2006.0,2007.0,OH,2009.0,5,5,2002-2008,1.0,1,2465,4
261,25683,9752.5,10518.96,-766.46,766.46,-7.286461779,7.286461779,1.0,2006.0,2009.0,OH,2010.0,5,5,2008-2012,3.0,3,2467,3
262,25695,10580.0,14655.0,-4075.0,4075.0,-27.80620948,27.80620948,1.0,2004.0,2006.0,OH,2006.0,4,5,2002-2008,2.0,2,2467,4
263,25697,7750.0,9608.33,-1858.33,1858.33,-19.34082197,19.34082197,1.0,2004.0,2006.0,OH,2008.0,4,5,2002-2008,2.0,2,2467,5
264,25698,11175.0,13134.17,-1959.17,1959.17,-14.9165878,14.9165878,1.0,2004.0,2006.0,OH,2008.0,4,5,2002-2008,2.0,2,2467,7
265,25700,8782.5,10693.12625,-1910.62625,1910.62625,-17.86779848,17.86779848,1.0,2005.0,2007.0,OH,2009.0,5,5,2002-2008,2.0,2,24691,1
266,25713,112045.0,104185.75,7859.25,7859.25,7.543498031,7.543498031,12.0,2003.0,2005.0,OH,2006.0,4,5,2002-2008,2.0,2,24738,4
267,2576,5038.0,37725.0,-32687.0,32687.0,-86.64546057,86.64546057,12.0,2012.0,2014.0,MI,2014.0,6,5,After 2012,2.0,2,24738,5
268,25760,24925.0,27406.75,-2481.75,2481.75,-9.055250987,9.055250987,12.0,2004.0,2010.0,OH,2007.0,4,5,2008-2012,6.0,6,24771,3
269,25768,18983.33333,26488.33333,-7505.0,7505.0,-28.33322847,28.33322847,2.0,2004.0,2007.0,OH,2010.0,5,5,2002-2008,3.0,3,24794,1
270,25769,9930.0,12738.66667,-2808.666667,2808.666667,-22.04835671,22.04835671,3.0,2003.0,2007.0,OH,2009.0,5,5,2002-2008,4.0,4,2486,5
271,2577,17350.0,14666.666669999999,2683.333333,2683.333333,18.29545455,18.29545455,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,24947,3
272,2621,1800.0,1900.0,-100.0,100.0,-5.263157895,5.263157895,12.0,2007.0,2010.0,WI,2010.0,5,5,2008-2012,3.0,3,24947,4
273,2627,22000.0,17400.0,4600.0,4600.0,26.43678161,26.43678161,12.0,2007.0,2009.0,WI,2009.0,5,5,2008-2012,2.0,2,24956,1
274,2649,14000.0,13000.0,1000.0,1000.0,7.692307692000001,7.692307692000001,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,24956,3
275,2653,16600.0,16700.0,-100.0,100.0,-0.598802395,0.598802395,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,24957,1
276,2671,82993.0,158766.6667,-75773.66667,75773.66667,-47.72643292,47.72643292,12.0,2013.0,2014.0,MI,2014.0,6,5,After 2012,1.0,1,2501,3
277,2690,19600.0,18500.0,1100.0,1100.0,5.945945946,5.945945946,12.0,2008.0,2008.0,WI,2008.0,4,5,2002-2008,0.0,0,2514,5
278,2698,510.0,750.0,-240.0,240.0,-32.0,32.0,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25154,1
279,2717,870.0,780.0,90.0,90.0,11.53846154,11.53846154,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25159,1
280,2726,4900.0,5800.0,-900.0,900.0,-15.51724138,15.51724138,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25198,3
281,2729,620.0,775.0,-155.0,155.0,-20.0,20.0,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25199,1
282,2737,3000.0,3600.0,-600.0,600.0,-16.66666667,16.66666667,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25199,5
283,2739,3100.0,4700.0,-1600.0,1600.0,-34.04255319,34.04255319,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25203,1
284,2764,856.6666667000002,1406.666667,-550.0,550.0,-39.09952607,39.09952607,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25207,3
285,2833,32580.0,35040.0,-2460.0,2460.0,-7.020547945,7.020547945,12.0,2008.0,2010.0,WI,2010.0,5,5,2008-2012,2.0,2,2523,4
286,2834,9700.0,15000.0,-5300.0,5300.0,-35.33333333,35.33333333,12.0,2008.0,2011.0,WI,2011.0,5,5,2008-2012,3.0,3,25235,1
287,2840,5100.0,5250.0,-150.0,150.0,-2.857142857,2.857142857,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25235,3
288,2891,2600.0,2625.0,-25.0,25.0,-0.9523809520000001,0.9523809520000001,12.0,2008.0,2010.0,WI,2010.0,5,5,2008-2012,2.0,2,25325,1
289,2923,8725.0,11675.0,-2950.0,2950.0,-25.26766595,25.26766595,12.0,2009.0,2010.0,WI,2010.0,5,5,2008-2012,1.0,1,2533,1
290,2926,9250.0,9200.0,50.0,50.0,0.543478261,0.543478261,12.0,2009.0,2011.0,WI,2011.0,5,5,2008-2012,2.0,2,2533,3
291,2927,4475.0,4525.0,-50.0,50.0,-1.1049723759999999,1.1049723759999999,12.0,2009.0,2009.0,WI,2009.0,5,5,2008-2012,0.0,0,2533,4
292,2962,36625.0,39600.0,-2975.0,2975.0,-7.512626263,7.512626263,12.0,2009.0,2010.0,WI,2010.0,5,5,2008-2012,1.0,1,2533,5
293,2963,11500.0,11975.0,-475.0,475.0,-3.966597077,3.966597077,12.0,2009.0,2010.0,WI,2010.0,5,5,2008-2012,1.0,1,2533,8
294,3055,11444.61538,12119.23077,-674.6153846,674.6153846,-5.56648683,5.56648683,12.0,2009.0,2011.0,WI,2011.0,5,5,2008-2012,2.0,2,2536,3
295,3073,1200.0,2800.0,-1600.0,1600.0,-57.14285714,57.14285714,12.0,2009.0,2011.0,WI,2011.0,5,5,2008-2012,2.0,2,2536,4
296,3076,48800.0,51866.66667,-3066.666667,3066.666667,-5.912596401,5.912596401,12.0,2009.0,2010.0,WI,2010.0,5,5,2008-2012,1.0,1,25377,3
297,3082,7250.0,8200.0,-950.0,950.0,-11.58536585,11.58536585,12.0,2009.0,2011.0,WI,2011.0,5,5,2008-2012,2.0,2,25377,5
298,3135,3350.0,3750.0,-400.0,400.0,-10.66666667,10.66666667,12.0,2009.0,2010.0,WI,2010.0,5,5,2008-2012,1.0,1,25378,4
299,3200,260.0,470.0,-210.0,210.0,-44.68085106,44.68085106,12.0,2009.0,2010.0,WI,2010.0,5,5,2008-2012,1.0,1,25378,5
300,3202,700.0,790.0,-90.0,90.0,-11.39240506,11.39240506,12.0,2009.0,2010.0,WI,2010.0,5,5,2008-2012,1.0,1,25423,3
301,3209,3237.5,3825.0,-587.5,587.5,-15.35947712,15.35947712,12.0,2009.0,2010.0,WI,2010.0,5,5,2008-2012,1.0,1,25438,4
302,3231,2460.0,2200.0,260.0,260.0,11.81818182,11.81818182,12.0,2009.0,2011.0,WI,2011.0,5,5,2008-2012,2.0,2,2545,4
303,3253,3650.0,3750.0,-100.0,100.0,-2.666666667,2.666666667,12.0,2009.0,2010.0,WI,2010.0,5,5,2008-2012,1.0,1,2545,5
304,3278,32650.0,30900.0,1750.0,1750.0,5.663430421,5.663430421,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,2549,3
305,3317,9500.0,10916.66667,-1416.666667,1416.666667,-12.97709924,12.97709924,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25499,1
306,3324,34066.66667,38766.66667,-4700.0,4700.0,-12.12381771,12.12381771,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,2550,3
307,3331,450.0,430.0,20.0,20.0,4.651162791,4.651162791,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25508,1
308,3362,17066.66667,21100.0,-4033.333333,4033.333333,-19.11532385,19.11532385,12.0,2010.0,2010.0,WI,2010.0,5,5,2008-2012,0.0,0,25521,1
309,3364,2500.0,4800.0,-2300.0,2300.0,-47.91666667,47.91666667,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25528,1
310,3366,3700.0,5300.0,-1600.0,1600.0,-30.18867925,30.18867925,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25555,1
311,3374,720.0,700.0,20.0,20.0,2.857142857,2.857142857,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25574,1
312,3376,780.0,700.0,80.0,80.0,11.42857143,11.42857143,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25575,1
313,3384,5600.0,6600.0,-1000.0,1000.0,-15.15151515,15.15151515,12.0,2010.0,2010.0,WI,2010.0,5,5,2008-2012,0.0,0,25594,1
314,3385,650.0,630.0,20.0,20.0,3.174603175,3.174603175,12.0,2010.0,2010.0,WI,2010.0,5,5,2008-2012,0.0,0,25618,3
315,3394,6770.0,8510.0,-1740.0,1740.0,-20.44653349,20.44653349,12.0,2010.0,2010.0,WI,2010.0,5,5,2008-2012,0.0,0,2564,5
316,3434,9283.333333,11583.33333,-2300.0,2300.0,-19.85611511,19.85611511,12.0,2010.0,2010.0,WI,2010.0,5,5,2008-2012,0.0,0,25645,5
317,3456,8336.666667,9511.666667,-1175.0,1175.0,-12.35325039,12.35325039,12.0,2010.0,2010.0,WI,2010.0,5,5,2008-2012,0.0,0,25654,3
318,3489,4850.0,4900.0,-50.0,50.0,-1.020408163,1.020408163,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25654,5
319,3490,130.0,170.0,-40.0,40.0,-23.52941176,23.52941176,12.0,2008.0,2009.0,WI,2009.0,5,5,2008-2012,1.0,1,25657,5
320,3493,2600.0,2500.0,100.0,100.0,4.0,4.0,12.0,2008.0,2010.0,WI,2010.0,5,5,2008-2012,2.0,2,25659,4
321,3507,1400.0,1500.0,-100.0,100.0,-6.666666667,6.666666667,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25661,3
322,3512,2383.333333,2481.666667,-98.33333333,98.33333333,-3.9623908660000002,3.9623908660000002,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25661,5
323,3531,4300.0,6600.0,-2300.0,2300.0,-34.84848485,34.84848485,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25662,5
324,3558,4100.0,4300.0,-200.0,200.0,-4.651162791,4.651162791,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25663,4
325,3609,35700.0,38300.0,-2600.0,2600.0,-6.7885117489999995,6.7885117489999995,12.0,2010.0,2011.0,WI,2011.0,5,5,2008-2012,1.0,1,25663,5
326,404418-1,49000.0,51500.0,-2500.0,2500.0,-4.854368932,4.854368932,2.0,2006.0,2006.0,FL,2008.0,4,5,2002-2008,0.0,0,25664,5
327,404525-1,19900.0,23450.0,-3550.0,3550.0,-15.13859275,15.13859275,4.0,2002.0,2006.0,FL,2008.0,4,5,2002-2008,4.0,4,25666,5
328,405506-2,36500.0,53700.0,-17200.0,17200.0,-32.02979516,32.02979516,4.0,2005.0,2010.0,FL,2012.0,5,5,2008-2012,5.0,5,25667,4
329,406869-3,52500.0,53400.0,-900.0,900.0,-1.6853932580000002,1.6853932580000002,1.0,2006.0,2012.0,FL,2014.0,6,5,2008-2012,6.0,6,25668,3
330,406869-4,31000.0,35400.0,-4400.0,4400.0,-12.42937853,12.42937853,1.0,2006.0,2012.0,FL,2014.0,6,5,2008-2012,6.0,6,25669,4
331,406869-5,29500.0,45000.0,-15500.0,15500.0,-34.44444444,34.44444444,1.0,2006.0,2012.0,FL,2014.0,6,5,2008-2012,6.0,6,2567,3
332,406869-6,31000.0,43900.0,-12900.0,12900.0,-29.38496583,29.38496583,1.0,2006.0,2012.0,FL,2014.0,6,5,2008-2012,6.0,6,25672,3
