InternalProjectID,AverageCount,AverageForecast,Error,AbsError,PercentError,AbsPE,ImprovementType,YearForecastProduced,ForecastYear,State,Year_ofObservation,Decade_Count,Decade_ForecastProduced,Decade_Opening,Diff_Year,ForecastHorizon
2545,4733.333333,4550,183.3333333,183.3333333,4.029304029,4.029304029,12,2007,2008,WI,2008,4,5,2002-2008,1,1
2549,3900,4200,-300,300,-7.142857143,7.142857143,12,2007,2009,WI,2009,5,5,2008-2012,2,2
25499,65990,71752.5,-5762.5,5762.5,-8.031079056,8.031079056,3,2005,2006,OH,2009,5,5,2002-2008,1,1
2550,12840,13870,-1030,1030,-7.426099495,7.426099495,12,2007,2009,WI,2009,5,5,2008-2012,2,2
25508,45485,47023.625,-1538.625,1538.625,-3.272025498,3.272025498,12,2005,2009,OH,2008,4,5,2008-2012,4,4
25528,77307.5,94146.6675,-16839.1675,16839.1675,-17.88610043,17.88610043,1,2009,2009,OH,2010,5,5,2008-2012,0,0
25555,65300,89823,-24523,24523,-27.30147067,27.30147067,1,2007,2009,OH,2010,5,5,2008-2012,2,2
25574,19000,21961.67,-2961.67,2961.67,-13.48563201,13.48563201,1,2007,2008,OH,2010,5,5,2002-2008,1,1
25575,18485,21502.915,-3017.915,3017.915,-14.03491108,14.03491108,1,2008,2009,OH,2010,5,5,2008-2012,1,1
25618,13910,13497.5,412.5,412.5,3.056121504,3.056121504,1,2009,2011,OH,2010,5,5,2008-2012,2,2
2564,3000,3900,-900,900,-23.07692308,23.07692308,12,2007,2009,WI,2009,5,5,2008-2012,2,2
25645,1680,1506,174,174,11.55378486,11.55378486,1,2002,2005,OH,2009,5,5,2002-2008,3,3
25654,3185.833333,4525.209167,-1339.375833,1339.375833,-29.59809777,29.59809777,1,2006,2008,OH,2009,5,5,2002-2008,2,2
25657,1620,2140,-520,520,-24.29906542,24.29906542,1,2004,2006,OH,2006,4,5,2002-2008,2,2
25659,4860,5364.17,-504.17,504.17,-9.398844556,9.398844556,1,2008,2010,OH,2008,4,5,2008-2012,2,2
25661,13490,18481.25,-4991.25,4991.25,-27.00710179,27.00710179,1,2005,2007,OH,2010,5,5,2002-2008,2,2
25662,2070,3464.17,-1394.17,1394.17,-40.24542675,40.24542675,1,2004,2006,OH,2009.5,5,5,2002-2008,2,2
25663,6203.333333,7082.360833,-879.0275,879.0275,-12.41150403,12.41150403,1,2006,2008,OH,2008.166667,5,5,2002-2008,2,2
25664,2185,2435.835,-250.835,250.835,-10.29770079,10.29770079,1,2010,2011,OH,2010,5,5,2008-2012,1,1
25666,2536.666667,3693.886667,-1157.22,1157.22,-31.32797794,31.32797794,1,2006,2008,OH,2009,5,5,2002-2008,2,2
25667,2120,2780,-660,660,-23.74100719,23.74100719,1,2008,2010,OH,2010,5,5,2008-2012,2,2
25668,6436.666667,10246.11333,-3809.446667,3809.446667,-37.17943129,37.17943129,1,2006,2007,OH,2009,5,5,2002-2008,1,1
2567,11050,11550,-500,500,-4.329004329,4.329004329,12,2007,2009,WI,2009,5,5,2008-2012,2,2
25672,4631.25,6378.2275,-1746.9775,1746.9775,-27.38970192,27.38970192,1,2006,2008,OH,2009,5,5,2002-2008,2,2
25673,1650,2000.625,-350.625,350.625,-17.5257732,17.5257732,1,2006,2008,OH,2009,5,5,2002-2008,2,2
25676,1290,1843.33,-553.33,553.33,-30.01795663,30.01795663,1,2005,2007,OH,2009,5,5,2002-2008,2,2
25677,2680,3310.834,-630.834,630.834,-19.05362818,19.05362818,1,2004,2006,OH,2007.2,4,5,2002-2008,2,2
25679,3724,5678.834,-1954.834,1954.834,-34.42315799,34.42315799,1,2006,2007,OH,2007.4,4,5,2002-2008,1,1
25681,2748,3974.664,-1226.664,1226.664,-30.86208042,30.86208042,1,2006,2007,OH,2009,5,5,2002-2008,1,1
25683,9752.5,10518.96,-766.46,766.46,-7.286461779,7.286461779,1,2006,2009,OH,2010,5,5,2008-2012,3,3
25695,10580,14655,-4075,4075,-27.80620948,27.80620948,1,2004,2006,OH,2006,4,5,2002-2008,2,2
25697,7750,9608.33,-1858.33,1858.33,-19.34082197,19.34082197,1,2004,2006,OH,2008,4,5,2002-2008,2,2
25698,11175,13134.17,-1959.17,1959.17,-14.9165878,14.9165878,1,2004,2006,OH,2008,4,5,2002-2008,2,2
25700,8782.5,10693.12625,-1910.62625,1910.62625,-17.86779848,17.86779848,1,2005,2007,OH,2009,5,5,2002-2008,2,2
25713,112045,104185.75,7859.25,7859.25,7.543498031,7.543498031,12,2003,2005,OH,2006,4,5,2002-2008,2,2
2576,5038,37725,-32687,32687,-86.64546057,86.64546057,12,2012,2014,MI,2014,6,5,After 2012,2,2
25760,24925,27406.75,-2481.75,2481.75,-9.055250987,9.055250987,12,2004,2010,OH,2007,4,5,2008-2012,6,6
25768,18983.33333,26488.33333,-7505,7505,-28.33322847,28.33322847,2,2004,2007,OH,2010,5,5,2002-2008,3,3
25769,9930,12738.66667,-2808.666667,2808.666667,-22.04835671,22.04835671,3,2003,2007,OH,2009,5,5,2002-2008,4,4
2577,17350,14666.66667,2683.333333,2683.333333,18.29545455,18.29545455,12,2007,2009,WI,2009,5,5,2008-2012,2,2
2621,1800,1900,-100,100,-5.263157895,5.263157895,12,2007,2010,WI,2010,5,5,2008-2012,3,3
2627,22000,17400,4600,4600,26.43678161,26.43678161,12,2007,2009,WI,2009,5,5,2008-2012,2,2
2649,14000,13000,1000,1000,7.692307692,7.692307692,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2653,16600,16700,-100,100,-0.598802395,0.598802395,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2671,82993,158766.6667,-75773.66667,75773.66667,-47.72643292,47.72643292,12,2013,2014,MI,2014,6,5,After 2012,1,1
2690,19600,18500,1100,1100,5.945945946,5.945945946,12,2008,2008,WI,2008,4,5,2002-2008,0,0
2698,510,750,-240,240,-32,32,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2717,870,780,90,90,11.53846154,11.53846154,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2726,4900,5800,-900,900,-15.51724138,15.51724138,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2729,620,775,-155,155,-20,20,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2737,3000,3600,-600,600,-16.66666667,16.66666667,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2739,3100,4700,-1600,1600,-34.04255319,34.04255319,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2764,856.6666667,1406.666667,-550,550,-39.09952607,39.09952607,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2833,32580,35040,-2460,2460,-7.020547945,7.020547945,12,2008,2010,WI,2010,5,5,2008-2012,2,2
2834,9700,15000,-5300,5300,-35.33333333,35.33333333,12,2008,2011,WI,2011,5,5,2008-2012,3,3
2840,5100,5250,-150,150,-2.857142857,2.857142857,12,2008,2009,WI,2009,5,5,2008-2012,1,1
2891,2600,2625,-25,25,-0.952380952,0.952380952,12,2008,2010,WI,2010,5,5,2008-2012,2,2
2923,8725,11675,-2950,2950,-25.26766595,25.26766595,12,2009,2010,WI,2010,5,5,2008-2012,1,1
2926,9250,9200,50,50,0.543478261,0.543478261,12,2009,2011,WI,2011,5,5,2008-2012,2,2
2927,4475,4525,-50,50,-1.104972376,1.104972376,12,2009,2009,WI,2009,5,5,2008-2012,0,0
2962,36625,39600,-2975,2975,-7.512626263,7.512626263,12,2009,2010,WI,2010,5,5,2008-2012,1,1
2963,11500,11975,-475,475,-3.966597077,3.966597077,12,2009,2010,WI,2010,5,5,2008-2012,1,1
3055,11444.61538,12119.23077,-674.6153846,674.6153846,-5.56648683,5.56648683,12,2009,2011,WI,2011,5,5,2008-2012,2,2
3073,1200,2800,-1600,1600,-57.14285714,57.14285714,12,2009,2011,WI,2011,5,5,2008-2012,2,2
3076,48800,51866.66667,-3066.666667,3066.666667,-5.912596401,5.912596401,12,2009,2010,WI,2010,5,5,2008-2012,1,1
3082,7250,8200,-950,950,-11.58536585,11.58536585,12,2009,2011,WI,2011,5,5,2008-2012,2,2
3135,3350,3750,-400,400,-10.66666667,10.66666667,12,2009,2010,WI,2010,5,5,2008-2012,1,1
3200,260,470,-210,210,-44.68085106,44.68085106,12,2009,2010,WI,2010,5,5,2008-2012,1,1
3202,700,790,-90,90,-11.39240506,11.39240506,12,2009,2010,WI,2010,5,5,2008-2012,1,1
3209,3237.5,3825,-587.5,587.5,-15.35947712,15.35947712,12,2009,2010,WI,2010,5,5,2008-2012,1,1
3231,2460,2200,260,260,11.81818182,11.81818182,12,2009,2011,WI,2011,5,5,2008-2012,2,2
3253,3650,3750,-100,100,-2.666666667,2.666666667,12,2009,2010,WI,2010,5,5,2008-2012,1,1
3278,32650,30900,1750,1750,5.663430421,5.663430421,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3317,9500,10916.66667,-1416.666667,1416.666667,-12.97709924,12.97709924,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3324,34066.66667,38766.66667,-4700,4700,-12.12381771,12.12381771,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3331,450,430,20,20,4.651162791,4.651162791,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3362,17066.66667,21100,-4033.333333,4033.333333,-19.11532385,19.11532385,12,2010,2010,WI,2010,5,5,2008-2012,0,0
3364,2500,4800,-2300,2300,-47.91666667,47.91666667,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3366,3700,5300,-1600,1600,-30.18867925,30.18867925,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3374,720,700,20,20,2.857142857,2.857142857,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3376,780,700,80,80,11.42857143,11.42857143,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3384,5600,6600,-1000,1000,-15.15151515,15.15151515,12,2010,2010,WI,2010,5,5,2008-2012,0,0
3385,650,630,20,20,3.174603175,3.174603175,12,2010,2010,WI,2010,5,5,2008-2012,0,0
3394,6770,8510,-1740,1740,-20.44653349,20.44653349,12,2010,2010,WI,2010,5,5,2008-2012,0,0
3434,9283.333333,11583.33333,-2300,2300,-19.85611511,19.85611511,12,2010,2010,WI,2010,5,5,2008-2012,0,0
3456,8336.666667,9511.666667,-1175,1175,-12.35325039,12.35325039,12,2010,2010,WI,2010,5,5,2008-2012,0,0
3489,4850,4900,-50,50,-1.020408163,1.020408163,12,2008,2009,WI,2009,5,5,2008-2012,1,1
3490,130,170,-40,40,-23.52941176,23.52941176,12,2008,2009,WI,2009,5,5,2008-2012,1,1
3493,2600,2500,100,100,4,4,12,2008,2010,WI,2010,5,5,2008-2012,2,2
3507,1400,1500,-100,100,-6.666666667,6.666666667,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3512,2383.333333,2481.666667,-98.33333333,98.33333333,-3.962390866,3.962390866,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3531,4300,6600,-2300,2300,-34.84848485,34.84848485,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3558,4100,4300,-200,200,-4.651162791,4.651162791,12,2010,2011,WI,2011,5,5,2008-2012,1,1
3609,35700,38300,-2600,2600,-6.788511749,6.788511749,12,2010,2011,WI,2011,5,5,2008-2012,1,1
404418-1,49000,51500,-2500,2500,-4.854368932,4.854368932,2,2006,2006,FL,2008,4,5,2002-2008,0,0
404525-1,19900,23450,-3550,3550,-15.13859275,15.13859275,4,2002,2006,FL,2008,4,5,2002-2008,4,4
405506-2,36500,53700,-17200,17200,-32.02979516,32.02979516,4,2005,2010,FL,2012,5,5,2008-2012,5,5
406869-3,52500,53400,-900,900,-1.685393258,1.685393258,1,2006,2012,FL,2014,6,5,2008-2012,6,6
406869-4,31000,35400,-4400,4400,-12.42937853,12.42937853,1,2006,2012,FL,2014,6,5,2008-2012,6,6
406869-5,29500,45000,-15500,15500,-34.44444444,34.44444444,1,2006,2012,FL,2014,6,5,2008-2012,6,6
406869-6,31000,43900,-12900,12900,-29.38496583,29.38496583,1,2006,2012,FL,2014,6,5,2008-2012,6,6
408638-1,26000,24500,1500,1500,6.12244898,6.12244898,1,2002,2006,FL,2008,4,5,2002-2008,4,4
408639-1,2600,2800,-200,200,-7.142857143,7.142857143,1,2005,2008,FL,2010,5,5,2002-2008,3,3
408905-1,41500,27200,14300,14300,52.57352941,52.57352941,12,2006,2007,FL,2009,5,5,2002-2008,1,1
409093-1,7900,22200,-14300,14300,-64.41441441,64.41441441,1,2002,2005,FL,2007,4,5,2002-2008,3,3
409165-1,32750,27950,4800,4800,17.17352415,17.17352415,1,2002,2004,FL,2006,4,5,2002-2008,2,2
409166-1,15789,13400,2389,2389,17.82835821,17.82835821,1,2002,2004,FL,2006,4,5,2002-2008,2,2
409167-1,9800,14900,-5100,5100,-34.22818792,34.22818792,1,2002,2005,FL,2007,4,5,2002-2008,3,3
409173-1,2100,2300,-200,200,-8.695652174,8.695652174,1,2004,2004,FL,2006,4,5,2002-2008,0,0
409180-1,6833.333333,6700,133.3333333,133.3333333,1.990049751,1.990049751,1,2002,2004,FL,2006,4,5,2002-2008,2,2
409846-1,35000,29800,5200,5200,17.44966443,17.44966443,1,2003,2004,FL,2006,4,5,2002-2008,1,1
409847-1,47500,45000,2500,2500,5.555555556,5.555555556,1,2002,2004,FL,2006,4,5,2002-2008,2,2
409870-1,11282,16200,-4918,4918,-30.35802469,30.35802469,4,2006,2010,FL,2012,5,5,2008-2012,4,4
410250-1,5500,6500,-1000,1000,-15.38461538,15.38461538,4,2004,2009,FL,2011,5,5,2008-2012,5,5
410777-1,12500,11600,900,900,7.75862069,7.75862069,1,2006,2008,FL,2010,5,5,2002-2008,2,2
410983-1,43229.66667,48700,-5470.333333,5470.333333,-11.23271732,11.23271732,4,2003,2007,FL,2009,5,5,2002-2008,4,4
411092-1,10200,16900,-6700,6700,-39.64497041,39.64497041,1,2006,2011,FL,2013,6,5,2008-2012,5,5
411116-1,11500,17400,-5900,5900,-33.90804598,33.90804598,1,2002,2003,FL,2005,4,5,2002-2008,1,1
411256-3,14100,13300,800,800,6.015037594,6.015037594,4,2005,2009,FL,2011,5,5,2008-2012,4,4
411256-4,12200,13600,-1400,1400,-10.29411765,10.29411765,4,2006,2011,FL,2013,6,5,2008-2012,5,5
411257-3,14500,16500,-2000,2000,-12.12121212,12.12121212,4,2006,2009,FL,2011,5,5,2008-2012,3,3
411257-4,13900,12200,1700,1700,13.93442623,13.93442623,4,2005,2010,FL,2012,5,5,2008-2012,5,5
411476-1,20500,29800,-9300,9300,-31.20805369,31.20805369,1,2003,2010,FL,2012,5,5,2008-2012,7,6
411603-1,25000,38800,-13800,13800,-35.56701031,35.56701031,1,2003,2006,FL,2008,4,5,2002-2008,3,3
411603-1A,31250,40950,-9700,9700,-23.68742369,23.68742369,1,2004,2006,FL,2008,4,5,2002-2008,2,2
411612-1,15500,15900,-400,400,-2.51572327,2.51572327,1,2006,2008,FL,2010,5,5,2002-2008,2,2
411613-1,7400,10200,-2800,2800,-27.45098039,27.45098039,1,2003,2006,FL,2008,4,5,2002-2008,3,3
411613-1A,6550,5900,650,650,11.01694915,11.01694915,1,2003,2006,FL,2008,4,5,2002-2008,3,3
411614-1,15700,14650,1050,1050,7.167235495,7.167235495,1,2003,2005,FL,2007,4,5,2002-2008,2,2
411660-1,13700,14600,-900,900,-6.164383562,6.164383562,1,2002,2003,FL,2005,4,5,2002-2008,1,1
411661-1,5200,6700,-1500,1500,-22.3880597,22.3880597,1,2002,2003,FL,2005,4,5,2002-2008,1,1
411662-1,4200,5200,-1000,1000,-19.23076923,19.23076923,1,2002,2003,FL,2005,4,5,2002-2008,1,1
411664-1,27875,25750,2125,2125,8.252427184,8.252427184,1,2002,2004,FL,2006,4,5,2002-2008,2,2
411666-1,21000,20100,900,900,4.47761194,4.47761194,1,2007,2010,FL,2012,5,5,2008-2012,3,3
411667-1,29500,40600,-11100,11100,-27.33990148,27.33990148,1,2002,2005,FL,2007,4,5,2002-2008,3,3
411672-1,21940,23320,-1380,1380,-5.917667238,5.917667238,1,2002,2004,FL,2006,4,5,2002-2008,2,2
411727-1,5100,5495,-395,395,-7.188353048,7.188353048,1,2003,2005,FL,2007,4,5,2002-2008,2,2
411728-1,43500,49400,-5900,5900,-11.94331984,11.94331984,1,2002,2005,FL,2007,4,5,2002-2008,3,3
411730-1,58500,67900,-9400,9400,-13.84388807,13.84388807,1,2002,2006,FL,2008,4,5,2002-2008,4,4
411742-1,23745.33333,25566.66667,-1821.333333,1821.333333,-7.123859192,7.123859192,1,2007,2009,FL,2011,5,5,2008-2012,2,2
411777-1,34321.5,32665,1656.5,1656.5,5.071177101,5.071177101,1,2002,2006,FL,2008,4,5,2002-2008,4,4
411778-1,28500,28400,100,100,0.352112676,0.352112676,1,2002,2005,FL,2007,4,5,2002-2008,3,3
411781-1,11600,10950,650,650,5.936073059,5.936073059,1,2006,2009,FL,2011,5,5,2008-2012,3,3
411782-1,19500,28250,-8750,8750,-30.97345133,30.97345133,1,2002,2006,FL,2008,4,5,2002-2008,4,4
411783-1,7300,6900,400,400,5.797101449,5.797101449,1,2002,2005,FL,2007,4,5,2002-2008,3,3
411787-1,6300,7900,-1600,1600,-20.25316456,20.25316456,1,2002,2004,FL,2006,4,5,2002-2008,2,2
411809-1,36713.75,36950,-236.25,236.25,-0.639377537,0.639377537,1,2003,2006,FL,2008,4,5,2002-2008,3,3
411981-1,16000,19160,-3160,3160,-16.49269311,16.49269311,1,2002,2005,FL,2007,4,5,2002-2008,3,3
411983-1,25250,22100,3150,3150,14.25339367,14.25339367,1,2003,2005,FL,2007,4,5,2002-2008,2,2
411985-1,18500,13300,5200,5200,39.09774436,39.09774436,1,2006,2009,FL,2011,5,5,2008-2012,3,3
411993-1,24250,21800,2450,2450,11.23853211,11.23853211,1,2002,2005,FL,2007,4,5,2002-2008,3,3
411997-1,38000,39200,-1200,1200,-3.06122449,3.06122449,1,2006,2008,FL,2010,5,5,2002-2008,2,2
412357-1,4900,4700,200,200,4.255319149,4.255319149,5,2003,2005,FL,2007,4,5,2002-2008,2,2
413473-1,10300,6000,4300,4300,71.66666667,71.66666667,12,2003,2006,FL,2008,4,5,2002-2008,3,3
413570-1,31500,27600,3900,3900,14.13043478,14.13043478,1,2003,2005,FL,2007,4,5,2002-2008,2,2
413571-1,18700,15200,3500,3500,23.02631579,23.02631579,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413574-1,27000,19500,7500,7500,38.46153846,38.46153846,1,2003,2005,FL,2007,4,5,2002-2008,2,2
413575-1,17200,14500,2700,2700,18.62068966,18.62068966,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413576-1,27000,33700,-6700,6700,-19.88130564,19.88130564,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413577-1,41000,39100,1900,1900,4.859335038,4.859335038,1,2004,2006,FL,2008,4,5,2002-2008,2,2
413578-1,47000,46400,600,600,1.293103448,1.293103448,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413582-1,28000,32700,-4700,4700,-14.37308869,14.37308869,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413583-1,42000,38500,3500,3500,9.090909091,9.090909091,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413584-1,32000,33200,-1200,1200,-3.614457831,3.614457831,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413585-1,27000,40400,-13400,13400,-33.16831683,33.16831683,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413586-1,6500,4400,2100,2100,47.72727273,47.72727273,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413587-1,14300,13800,500,500,3.623188406,3.623188406,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413589-1,27000,25200,1800,1800,7.142857143,7.142857143,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413590-1,46000,47930,-1930,1930,-4.026705612,4.026705612,1,2004,2006,FL,2008,4,5,2002-2008,2,2
413592-1,15050,20050,-5000,5000,-24.93765586,24.93765586,1,2004,2006,FL,2008,4,5,2002-2008,2,2
413594-1,54000,47200,6800,6800,14.40677966,14.40677966,1,2004,2006,FL,2008,4,5,2002-2008,2,2
413595-1,3700,4200,-500,500,-11.9047619,11.9047619,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413596-1,11500,12100,-600,600,-4.958677686,4.958677686,1,2003,2006,FL,2008,4,5,2002-2008,3,3
413603-1,41500,36500,5000,5000,13.69863014,13.69863014,1,2003,2006,FL,2008,4,5,2002-2008,3,3
415973-1,7700,15400,-7700,7700,-50,50,4,2009,2011,FL,2013,6,5,2008-2012,2,2
415977-1,29000,21100,7900,7900,37.44075829,37.44075829,4,2004,2006,FL,2008,4,5,2002-2008,2,2
415978-1,23000,20800,2200,2200,10.57692308,10.57692308,4,2004,2007,FL,2009,5,5,2002-2008,3,3
416153-1,9500,14500,-5000,5000,-34.48275862,34.48275862,1,2005,2005,FL,2007,4,5,2002-2008,0,0
416187-1,20650,24000,-3350,3350,-13.95833333,13.95833333,4,2005,2007,FL,2009,5,5,2002-2008,2,2
416188-1,35500,42100,-6600,6600,-15.67695962,15.67695962,1,2005,2007,FL,2009,5,5,2002-2008,2,2
416189-1,53000,58100,-5100,5100,-8.777969019,8.777969019,4,2006,2008,FL,2010,5,5,2002-2008,2,2
416194-1,17700,23400,-5700,5700,-24.35897436,24.35897436,4,2004,2009,FL,2011,5,5,2008-2012,5,5
416219-1,18200,21800,-3600,3600,-16.51376147,16.51376147,4,2006,2010,FL,2012,5,5,2008-2012,4,4
416221-1,5100,4750,350,350,7.368421053,7.368421053,4,2005,2007,FL,2009,5,5,2002-2008,2,2
416407-1,18200,19700,-1500,1500,-7.614213198,7.614213198,4,2005,2007,FL,2009,5,5,2002-2008,2,2
416408-1,32500,48500,-16000,16000,-32.98969072,32.98969072,12,2005,2008,FL,2010,5,5,2002-2008,3,3
416518-1,1600,3050,-1450,1450,-47.54098361,47.54098361,2,2009,2011,FL,2013,6,5,2008-2012,2,2
416657-1,14900,17200,-2300,2300,-13.37209302,13.37209302,4,2005,2008,FL,2010,5,5,2002-2008,3,3
416740-1,36000,44300,-8300,8300,-18.73589165,18.73589165,12,2005,2008,FL,2010,5,5,2002-2008,3,3
416753-1,10500,13100,-2600,2600,-19.84732824,19.84732824,4,2006,2008,FL,2010,5,5,2002-2008,2,2
416773-1,28000,32700,-4700,4700,-14.37308869,14.37308869,12,2005,2008,FL,2010,5,5,2002-2008,3,3
416798-1,13200,14600,-1400,1400,-9.589041096,9.589041096,4,2006,2008,FL,2010,5,5,2002-2008,2,2
416893-1,37500,22900,14600,14600,63.75545852,63.75545852,4,2006,2008,FL,2010,5,5,2002-2008,2,2
416939-1,69750,83050,-13300,13300,-16.01444913,16.01444913,1,2006,2008,FL,2010,5,5,2002-2008,2,2
417006-1,9400,9300,100,100,1.075268817,1.075268817,2,2005,2007,FL,2009,5,5,2002-2008,2,2
417141-1,4300,4000,300,300,7.5,7.5,1,2005,2008,FL,2010,5,5,2002-2008,3,3
417153-1,19200,22400,-3200,3200,-14.28571429,14.28571429,1,2005,2007,FL,2009,5,5,2002-2008,2,2
417154-1,8300,6950,1350,1350,19.42446043,19.42446043,1,2005,2008,FL,2010,5,5,2002-2008,3,3
417158-1,6000,6100,-100,100,-1.639344262,1.639344262,2,2005,2007,FL,2009,5,5,2002-2008,2,2
417165-1,10500,13200,-2700,2700,-20.45454545,20.45454545,4,2005,2008,FL,2010,5,5,2002-2008,3,3
417247-1,9300,6795,2505,2505,36.86534216,36.86534216,2,2005,2007,FL,2009,5,5,2002-2008,2,2
417378-1,7800,9700,-1900,1900,-19.58762887,19.58762887,12,2009,2009,FL,2011,5,5,2008-2012,0,0
417380-1,5300,4700,600,600,12.76595745,12.76595745,12,2009,2009,FL,2011,5,5,2008-2012,0,0
418321-1,28500,28300,200,200,0.706713781,0.706713781,4,2006,2011,FL,2013,6,5,2008-2012,5,5
418328-1,27500,32300,-4800,4800,-14.86068111,14.86068111,4,2005,2010,FL,2012,5,5,2008-2012,5,5
418647-1,14500,26600,-12100,12100,-45.4887218,45.4887218,1,2007,2010,FL,2012,5,5,2008-2012,3,3
419367-1,8400,22700,-14300,14300,-62.99559471,62.99559471,4,2006,2008,FL,2010,5,5,2002-2008,2,2
419370-1,5600,5300,300,300,5.660377358,5.660377358,4,2012,2014,FL,2016,6,5,After 2012,2,2
419557-1,11600,12700,-1100,1100,-8.661417323,8.661417323,1,2006,2008,FL,2010,5,5,2002-2008,2,2
419561-1,11390,15500,-4110,4110,-26.51612903,26.51612903,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419562-1,32000,26700,5300,5300,19.85018727,19.85018727,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419563-1,55500,28700,26800,26800,93.37979094,93.37979094,1,2006,2008,FL,2010,5,5,2002-2008,2,2
419564-1,5300,7100,-1800,1800,-25.35211268,25.35211268,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419581-1,50000,47700,2300,2300,4.821802935,4.821802935,1,2006,2008,FL,2010,5,5,2002-2008,2,2
419582-1,54000,57500,-3500,3500,-6.086956522,6.086956522,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419583-1,3200,5000,-1800,1800,-36,36,1,2006,2008,FL,2010,5,5,2002-2008,2,2
419584-1,18900,16900,2000,2000,11.83431953,11.83431953,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419585-1,28000,30500,-2500,2500,-8.196721311,8.196721311,1,2006,2008,FL,2010,5,5,2002-2008,2,2
419586-1,19000,15900,3100,3100,19.49685535,19.49685535,1,2006,2008,FL,2010,5,5,2002-2008,2,2
419587-1,7600,18000,-10400,10400,-57.77777778,57.77777778,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419587-2,16000,23500,-7500,7500,-31.91489362,31.91489362,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419588-1,29000,34200,-5200,5200,-15.20467836,15.20467836,1,2006,2008,FL,2010,5,5,2002-2008,2,2
419588-2,18200,20200,-2000,2000,-9.900990099,9.900990099,1,2006,2008,FL,2010,5,5,2002-2008,2,2
419589-1,9400,12900,-3500,3500,-27.13178295,27.13178295,1,2007,2010,FL,2012,5,5,2008-2012,3,3
419591-1,29000,34900,-5900,5900,-16.90544413,16.90544413,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419592-1,13700,15600,-1900,1900,-12.17948718,12.17948718,1,2007,2009,FL,2011,5,5,2008-2012,2,2
419593-1,13700,12400,1300,1300,10.48387097,10.48387097,1,2007,2009,FL,2011,5,5,2008-2012,2,2
419595-1,43500,49000,-5500,5500,-11.2244898,11.2244898,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419596-1,39000,50000,-11000,11000,-22,22,1,2006,2009,FL,2011,5,5,2008-2012,3,3
419597-1A,12500,13700,-1200,1200,-8.759124088,8.759124088,1,2007,2010,FL,2012,5,5,2008-2012,3,3
421621-1,28000,30800,-2800,2800,-9.090909091,9.090909091,1,2008,2011,FL,2013,6,5,2008-2012,3,3
421974-1,16100,25200,-9100,9100,-36.11111111,36.11111111,1,2008,2011,FL,2013,6,5,2008-2012,3,3
421975-1,35000,37200,-2200,2200,-5.913978495,5.913978495,1,2008,2010,FL,2012,5,5,2008-2012,2,2
421976-1,10400,14600,-4200,4200,-28.76712329,28.76712329,1,2008,2011,FL,2013,6,5,2008-2012,3,3
421977-1,19600,24300,-4700,4700,-19.34156379,19.34156379,1,2007,2010,FL,2012,5,5,2008-2012,3,3
421978-1,7100,7400,-300,300,-4.054054054,4.054054054,1,2007,2010,FL,2012,5,5,2008-2012,3,3
421979-1,2900,3000,-100,100,-3.333333333,3.333333333,1,2007,2010,FL,2012,5,5,2008-2012,3,3
421981-1,24500,22100,2400,2400,10.85972851,10.85972851,1,2007,2010,FL,2012,5,5,2008-2012,3,3
